101.78,0.06854
101.79,-0.012718
101.79,-0.014399
101.79,0.012927
101.8,-0.028409
101.8,-0.0069271
101.8,0
101.8,-0.046529
101.81,-0.02961
101.81,-0.02905
101.81,-0.035748
101.82,-0.013807
101.82,-0.016879
101.82,-0.022457
101.83,-0.020874
101.83,-0.020981
101.83,-0.021373
101.83,-0.021061
101.84,-0.020111
101.84,-0.02102
101.84,-0.022099
101.85,-0.024001
101.85,-0.020758
101.85,-0.022335
101.86,-0.021379
101.86,-0.020987
101.86,-0.022521
101.87,-0.021922
101.87,-0.022717
101.87,-0.022454
101.87,-0.0219
101.88,-0.022214
101.88,-0.021546
101.88,-0.022769
101.89,-0.021721
101.89,-0.022372
101.89,-0.021715
101.9,-0.022841
101.9,-0.021411
101.9,-0.021621
101.91,-0.022614
101.91,-0.023865
101.91,-0.021683
101.91,-0.020696
101.92,-0.022732
101.92,-0.024145
101.92,-0.02315
101.93,-0.021848
101.93,-0.023279
101.93,-0.022075
101.94,-0.021895
101.94,-0.02378
101.94,-0.022323
101.94,-0.024241
101.95,-0.021375
101.95,-0.022043
101.95,-0.024171
101.96,-0.022227
101.96,-0.02151
101.96,-0.021323
101.97,-0.022222
101.97,-0.021535
101.97,-0.022888
101.98,-0.023507
101.98,-0.021594
101.98,-0.024058
101.98,-0.021257
101.99,-0.02223
101.99,-0.024509
101.99,-0.022642
102,-0.022105
102,-0.023295
102,-0.022884
102.01,-0.023849
102.01,-0.022485
102.01,-0.02384
102.02,-0.024201
102.02,-0.023731
102.02,-0.025288
102.02,-0.025495
102.03,-0.025117
102.03,-0.022153
102.03,-0.022004
102.04,-0.025203
102.04,-0.024032
102.04,-0.020253
102.05,-0.024557
102.05,-0.023352
102.05,-0.023352
102.06,-0.024754
102.06,-0.023375
102.06,-0.024499
102.06,-0.025167
102.07,-0.022575
102.07,-0.024597
102.07,-0.023439
102.08,-0.024684
102.08,-0.024177
102.08,-0.025292
102.09,-0.025226
102.09,-0.022948
102.09,-0.024113
102.09,-0.026599
102.1,-0.025356
102.1,-0.0246
102.1,-0.026044
102.11,-0.022234
102.11,-0.024126
102.11,-0.024545
102.12,-0.022243
102.12,-0.023386
102.12,-0.027482
102.13,-0.024103
102.13,-0.025546
102.13,-0.027913
102.13,-0.026346
102.14,-0.023716
102.14,-0.025998
102.14,-0.025616
102.15,-0.025378
102.15,-0.025301
102.15,-0.023127
102.16,-0.026107
102.16,-0.024268
102.16,-0.027532
102.17,-0.025501
102.17,-0.026811
102.17,-0.024651
102.17,-0.027221
102.18,-0.023861
102.18,-0.024047
102.18,-0.024349
102.19,-0.024492
102.19,-0.027153
102.19,-0.024358
102.2,-0.02794
102.2,-0.027806
102.2,-0.02566
102.2,-0.027111
102.21,-0.026343
102.21,-0.026291
102.21,-0.028076
102.22,-0.024166
102.22,-0.02673
102.22,-0.025263
102.23,-0.027631
102.23,-0.026975
102.23,-0.026583
102.24,-0.027383
102.24,-0.026808
102.24,-0.028047
102.24,-0.026871
102.25,-0.02559
102.25,-0.025719
102.25,-0.027638
102.26,-0.025573
102.26,-0.028398
102.26,-0.025691
102.27,-0.027546
102.27,-0.023008
102.27,-0.029159
102.28,-0.026786
102.28,-0.027653
102.28,-0.026859
102.28,-0.027452
102.29,-0.025812
102.29,-0.027804
102.29,-0.028218
102.3,-0.026385
102.3,-0.025816
102.3,-0.028964
102.31,-0.027579
102.31,-0.030261
102.31,-0.026771
102.32,-0.027246
102.32,-0.028001
102.32,-0.029616
102.32,-0.026868
102.33,-0.02872
102.33,-0.029375
102.33,-0.026451
102.34,-0.027903
102.34,-0.027623
102.34,-0.027591
102.35,-0.030915
102.35,-0.028809
102.35,-0.032408
102.35,-0.028897
102.36,-0.028843
102.36,-0.027429
102.36,-0.029047
102.37,-0.02934
102.37,-0.028958
102.37,-0.027914
102.38,-0.030655
102.38,-0.031544
102.38,-0.029297
102.39,-0.029732
102.39,-0.030057
102.39,-0.027332
102.39,-0.029905
102.4,-0.028107
102.4,-0.032512
102.4,-0.029857
102.41,-0.03008
102.41,-0.029375
102.41,-0.029875
102.42,-0.028931
102.42,-0.030068
102.42,-0.02744
102.43,-0.032194
102.43,-0.029348
102.43,-0.030232
102.43,-0.030494
102.44,-0.030653
102.44,-0.025843
102.44,-0.03005
102.45,-0.029259
102.45,-0.032569
102.45,-0.032365
102.46,-0.029616
102.46,-0.030603
102.46,-0.030774
102.46,-0.032088
102.47,-0.026816
102.47,-0.030206
102.47,-0.031481
102.48,-0.031528
102.48,-0.028456
102.48,-0.02926
102.49,-0.029286
102.49,-0.027086
102.49,-0.03227
102.5,-0.031849
102.5,-0.034362
102.5,-0.030533
102.5,-0.031982
102.51,-0.031714
102.51,-0.028469
102.51,-0.03283
102.52,-0.029248
102.52,-0.027684
102.52,-0.033971
102.53,-0.032239
102.53,-0.032707
102.53,-0.031635
102.54,-0.027414
102.54,-0.032907
102.54,-0.031935
102.54,-0.032389
102.55,-0.032995
102.55,-0.033987
102.55,-0.03153
102.56,-0.031753
102.56,-0.032919
102.56,-0.031637
102.57,-0.034301
102.57,-0.032641
102.57,-0.031114
102.57,-0.033846
102.58,-0.032847
102.58,-0.032496
102.58,-0.032164
102.59,-0.033846
102.59,-0.036755
102.59,-0.031521
102.6,-0.030729
102.6,-0.030703
102.6,-0.03133
102.61,-0.031908
102.61,-0.034072
102.61,-0.036087
102.61,-0.031679
102.62,-0.032899
102.62,-0.033985
102.62,-0.032487
102.63,-0.03521
102.63,-0.036707
102.63,-0.031786
102.64,-0.031344
102.64,-0.034041
102.64,-0.033651
102.65,-0.033284
102.65,-0.034346
102.65,-0.032162
102.65,-0.032258
102.66,-0.032921
102.66,-0.035136
102.66,-0.033718
102.67,-0.033718
102.67,-0.033243
102.67,-0.035467
102.68,-0.031215
102.68,-0.033353
102.68,-0.033876
102.69,-0.03556
102.69,-0.033673
102.69,-0.035257
102.69,-0.03133
102.7,-0.033587
102.7,-0.035576
102.7,-0.035472
102.71,-0.036138
102.71,-0.035537
102.71,-0.033872
102.72,-0.032624
102.72,-0.036009
102.72,-0.035805
102.72,-0.035758
102.73,-0.038951
102.73,-0.032752
102.73,-0.035795
102.74,-0.034725
102.74,-0.035273
