# Frequency(Hz) Real(n) Imag(n)
1.793231213201849854e+12 1.978493868994320559e+00 -8.875527661018810244e-03
1.794809761805020264e+12 1.978645481971606390e+00 -8.802863056548615797e-03
1.796388310408190918e+12 1.978808357195604550e+00 -8.777970916365359852e-03
1.797966859011361572e+12 1.978966918562023336e+00 -8.798935059690872820e-03
1.799545407614532227e+12 1.979109115169259026e+00 -8.859241208633477152e-03
1.801123956217702881e+12 1.979227031811629178e+00 -8.950387745896484087e-03
1.802702504820873535e+12 1.979316174840149323e+00 -9.063737996708632824e-03
1.804281053424044189e+12 1.979374371817701483e+00 -9.191361009257081535e-03
1.805859602027214844e+12 1.979400854993064174e+00 -9.326156872721216851e-03
1.807438150630385498e+12 1.979395705524259474e+00 -9.461631539821746192e-03
1.809016699233556152e+12 1.979359640455356395e+00 -9.591573304938309785e-03
1.810595247836726807e+12 1.979294070565718933e+00 -9.709777159714418071e-03
1.812173796439897461e+12 1.979201352775446177e+00 -9.809906812576337995e-03
1.813752345043068115e+12 1.979085156069269713e+00 -9.885559454621706960e-03
1.815330893646238770e+12 1.978950841799187454e+00 -9.930577861099762135e-03
1.816909442249409424e+12 1.978805736619601463e+00 -9.939618409954879830e-03
1.818487990852580078e+12 1.978659168814030478e+00 -9.908927831685987106e-03
1.820066539455750732e+12 1.978522163133233258e+00 -9.837220586974695230e-03
1.821645088058921387e+12 1.978406743315886729e+00 -9.726508437176199784e-03
1.823223636662092041e+12 1.978324848252944967e+00 -9.582727954259802339e-03
1.824802185265262695e+12 1.978286896615933710e+00 -9.416016876716330752e-03
1.826380733868433350e+12 1.978300051529017889e+00 -9.240448547868292464e-03
1.827959282471603760e+12 1.978366349075822983e+00 -9.072924158180803098e-03
1.829537831074774414e+12 1.978481200511592819e+00 -8.930903554712661674e-03
1.831116379677945068e+12 1.978633228964184809e+00 -8.829100003218459669e-03
1.832694928281115723e+12 1.978806269528161632e+00 -8.776264667171070760e-03
1.834273476884286377e+12 1.978983087591815071e+00 -8.773789399844484499e-03
1.835852025487457031e+12 1.979148962926648991e+00 -8.816876740175881924e-03
1.837430574090627686e+12 1.979293489117758487e+00 -8.897230579035374232e-03
1.839009122693798340e+12 1.979410463268121090e+00 -9.005593924835733274e-03
1.840587671296968994e+12 1.979496793521360098e+00 -9.133247182333454478e-03
1.842166219900139648e+12 1.979551316057075239e+00 -9.272508035924928449e-03
1.843744768503310303e+12 1.979573941298104600e+00 -9.416633827007242843e-03
1.845323317106480957e+12 1.979565201078528291e+00 -9.559482617035345783e-03
1.846901865709651611e+12 1.979526132288502271e+00 -9.695149929619435378e-03
1.848480414312822266e+12 1.979458409267328634e+00 -9.817699880064287982e-03
1.850058962915992920e+12 1.979364642198853552e+00 -9.921062917866662473e-03
1.851637511519163574e+12 1.979248755479119382e+00 -9.999151197758127108e-03
1.853216060122334229e+12 1.979116343981141668e+00 -1.004622030353879807e-02
1.854794608725504883e+12 1.978974888895072226e+00 -1.005746758056174153e-02
1.856373157328675537e+12 1.978833716908211526e+00 -1.002980361120153069e-02
1.857951705931846191e+12 1.978703618341758785e+00 -9.962681293321777598e-03
1.859530254535016602e+12 1.978596093502054343e+00 -9.858838410375820108e-03
1.861108803138187256e+12 1.978522245496889154e+00 -9.724809539234376826e-03
1.862687351741357910e+12 1.978491362664162700e+00 -9.571062957952665082e-03
1.864265900344528564e+12 1.978509265614214030e+00 -9.411571982870800893e-03
1.865844448947699219e+12 1.978576634632312148e+00 -9.262550332846843440e-03
1.867422997550869873e+12 1.978687861192776731e+00 -9.140146492843566339e-03
1.869001546154040527e+12 1.978831270732216208e+00 -9.057390883804737960e-03
1.870580094757211182e+12 1.978991241451052652e+00 -9.021523236352390826e-03
1.872158643360381836e+12 1.979151569375281028e+00 -9.033086608614028165e-03
1.873737191963552490e+12 1.979298458574482389e+00 -9.087145751962089416e-03
1.875315740566723145e+12 1.979421935022483536e+00 -9.175600290627153321e-03
1.876894289169893799e+12 1.979515742095598441e+00 -9.289259280697455962e-03
1.878472837773064453e+12 1.979576512398842469e+00 -9.419050182774366814e-03
1.880051386376235107e+12 1.979602917502818027e+00 -9.556450083853924860e-03
1.881629934979405762e+12 1.979595109564316724e+00 -9.693487872172121614e-03
1.883208483582576416e+12 1.979554486329342167e+00 -9.822622591293812128e-03
1.884787032185747070e+12 1.979483689861023965e+00 -9.936683396377357994e-03
1.886365580788917725e+12 1.979386719258280358e+00 -1.002895760081151146e-02
1.887944129392088379e+12 1.979269042750655627e+00 -1.009344507398270314e-02
1.889522677995259033e+12 1.979137614606667039e+00 -1.012524834166294956e-02
1.891101226598429688e+12 1.979000734582654353e+00 -1.012103374113694845e-02
1.892679775201600098e+12 1.978867729119625274e+00 -1.007948481695321828e-02
1.894258323804770752e+12 1.978748472327396701e+00 -1.000168011664253481e-02
1.895836872407941406e+12 1.978652782801670895e+00 -9.891358379302035361e-03
1.897415421011112061e+12 1.978589716106935015e+00 -9.755063232041042212e-03
1.898993969614282715e+12 1.978566728483545756e+00 -9.602152710131085095e-03
1.900572518217453369e+12 1.978588655375008720e+00 -9.444584511023781243e-03
1.902151066820624023e+12 1.978656511666962547e+00 -9.296252583745083162e-03
1.903729615423794678e+12 1.978766370185343515e+00 -9.171566646623980842e-03
1.905308164026965332e+12 1.978908955465628505e+00 -9.083182966779250814e-03
1.906886712630135986e+12 1.979070690362854990e+00 -9.039461724727930816e-03
1.908465261233306641e+12 1.979236244814089218e+00 -9.042871501711889984e-03
1.910043809836477295e+12 1.979391501232750317e+00 -9.090252406433411286e-03
1.911622358439647949e+12 1.979525524137373926e+00 -9.174600346799682490e-03
1.913200907042818604e+12 1.979631009538845632e+00 -9.287166055142079615e-03
1.914779455645989258e+12 1.979703708569114928e+00 -9.418925217995085392e-03
1.916358004249159912e+12 1.979741588137638120e+00 -9.561224083842448720e-03
1.917936552852330566e+12 1.979744204864941404e+00 -9.705870084887460031e-03
1.919515101455501221e+12 1.979712425431513934e+00 -9.845013936680182751e-03
1.921093650058671875e+12 1.979648429878305027e+00 -9.971071769060037629e-03
1.922672198661842529e+12 1.979555860936047962e+00 -1.007681672291644605e-02
1.924250747265012939e+12 1.979439971972883461e+00 -1.015567256578832865e-02
1.925829295868183594e+12 1.979307649018785753e+00 -1.020216705884735564e-02
1.927407844471354248e+12 1.979167230704103941e+00 -1.021245094737483101e-02
1.928986393074524902e+12 1.979028115284201306e+00 -1.018476973643898942e-02
1.930564941677695557e+12 1.978900205656921374e+00 -1.011979777407592644e-02
1.932143490280866211e+12 1.978793274242993006e+00 -1.002079904542445450e-02
1.933722038884036865e+12 1.978716312025528667e+00 -9.893637847075514163e-03
1.935300587487207520e+12 1.978676865663251627e+00 -9.746686477560108711e-03
1.936879136090378174e+12 1.978680297683603762e+00 -9.590633640963389453e-03
1.938457684693548828e+12 1.978728890599985579e+00 -9.438078184815250696e-03
1.940036233296719482e+12 1.978820841413346354e+00 -9.302648527794660574e-03
1.941614781899890137e+12 1.978949502366472490e+00 -9.197380793496637980e-03
1.943193330503060791e+12 1.979103545546749610e+00 -9.132452127152131810e-03
1.944771879106231445e+12 1.979268584854906310e+00 -9.113063188754648436e-03
1.946350427709402100e+12 1.979429906703411790e+00 -9.138617983782622994e-03
1.947928976312572754e+12 1.979575057708744312e+00 -9.203668569913005595e-03
1.949507524915743408e+12 1.979695182156292255e+00 -9.299915688548592019e-03
1.951086073518914062e+12 1.979785004083993050e+00 -9.418122784987360829e-03
1.952664622122084717e+12 1.979842084030842164e+00 -9.549301380720841628e-03
1.954243170725255371e+12 1.979865997554381085e+00 -9.685175648913081983e-03
1.955821719328426025e+12 1.979857757844610822e+00 -9.818224760435532647e-03
1.957400267931596436e+12 1.979819529414189594e+00 -9.941590027651976344e-03
1.958978816534767090e+12 1.979754551125470607e+00 -1.004902323416588181e-02
1.960557365137937744e+12 1.979667155731076322e+00 -1.013495134971590002e-02
1.962135913741108398e+12 1.979562785225316368e+00 -1.019466391408548230e-02
1.963714462344279053e+12 1.979447930076216666e+00 -1.022458737526388793e-02
1.965293010947449707e+12 1.979329955681874642e+00 -1.022259032300113987e-02
1.966871559550620361e+12 1.979216813787826323e+00 -1.018826344738762296e-02
1.968450108153791016e+12 1.979116660438771991e+00 -1.012313529256297570e-02
1.970028656756961670e+12 1.979037405839916275e+00 -1.003081009309994553e-02
1.971607205360132324e+12 1.978986202085321722e+00 -9.917030511700329967e-03
1.973185753963302979e+12 1.978968841525969191e+00 -9.789655722743258875e-03
1.974764302566473633e+12 1.978989019629769031e+00 -9.658488622496274809e-03
1.976342851169644287e+12 1.979047461557676080e+00 -9.534793160818731336e-03
1.977921399772814941e+12 1.979141075083889145e+00 -9.430281534562982848e-03
1.979499948375985596e+12 1.979262549269303229e+00 -9.355469641376979242e-03
1.981078496979156250e+12 1.979400940951396182e+00 -9.317712785483522539e-03
1.982657045582326904e+12 1.979543437260139926e+00 -9.319725536346024075e-03
1.984235594185497559e+12 1.979677713410999962e+00 -9.359376084292743772e-03
1.985814142788668213e+12 1.979793847801408768e+00 -9.430805595171948622e-03
1.987392691391838867e+12 1.979885140875100591e+00 -9.526142409461344635e-03
1.988971239995009277e+12 1.979947949818316122e+00 -9.636991919797917652e-03
1.990549788598179932e+12 1.979981056271346684e+00 -9.755338208499950495e-03
1.992128337201350586e+12 1.979985009102524618e+00 -9.873923770041011586e-03
1.993706885804521240e+12 1.979961640780587784e+00 -9.986330650916542748e-03
1.995285434407691895e+12 1.979913776191077446e+00 -1.008695568951827916e-02
1.996863983010862549e+12 1.979845077116620944e+00 -1.017099057665163224e-02
1.998442531614033203e+12 1.979759954260472465e+00 -1.023445047599479650e-02
2.000021080217203857e+12 1.979663492892817622e+00 -1.027425539771845836e-02
2.001599628820374512e+12 1.979561357635659880e+00 -1.028835029678916088e-02
2.003178177423545166e+12 1.979459658350389617e+00 -1.027584518982414298e-02
2.004756726026715820e+12 1.979364769191973794e+00 -1.023715955842016516e-02
2.006335274629886475e+12 1.979283094862386516e+00 -1.017416083073432488e-02
2.007913823233057129e+12 1.979220771484305752e+00 -1.009028883708579065e-02
2.009492371836227783e+12 1.979183276974523453e+00 -9.990649089482859374e-03
2.011070920439398438e+12 1.979174916751433644e+00 -9.882029062600241470e-03
2.012649469042569092e+12 1.979198166233249845e+00 -9.772740267170247977e-03
2.014228017645739746e+12 1.979252924588448259e+00 -9.672133677547401290e-03
2.015806566248910400e+12 1.979335883957255682e+00 -9.589641387696544450e-03
2.017385114852081055e+12 1.979440383341615428e+00 -9.533362620901354723e-03
2.018963663455251709e+12 1.979557104133511380e+00 -9.508552892817538627e-03
2.020542212058422363e+12 1.979675600025678106e+00 -9.516652943561732664e-03
2.022120760661592773e+12 1.979786117989994265e+00 -9.555339700763403402e-03
2.023699309264763428e+12 1.979880970071582702e+00 -9.619505372111501751e-03
2.025277857867934082e+12 1.979955068891046110e+00 -9.702594603236610118e-03
2.026856406471104736e+12 1.980005755446480942e+00 -9.797738765856399412e-03
2.028434955074275391e+12 1.980032289960274472e+00 -9.898450297217491547e-03
2.030013503677446045e+12 1.980035315861655043e+00 -9.998923298423110714e-03
2.031592052280616699e+12 1.980016445393192104e+00 -1.009409220974732610e-02
2.033170600883787354e+12 1.979977994315631040e+00 -1.017958556346046026e-02
2.034749149486958008e+12 1.979922838305697264e+00 -1.025166190309673153e-02
2.036327698090128662e+12 1.979854350460773071e+00 -1.030717301627390690e-02
2.037906246693299316e+12 1.979776382513931177e+00 -1.034357439652367622e-02
2.039484795296469971e+12 1.979693258209765938e+00 -1.035898984781590849e-02
2.041063343899640625e+12 1.979609750881385466e+00 -1.035233015499967095e-02
2.042641892502811279e+12 1.979531017936360326e+00 -1.032346018827760489e-02
2.044220441105981934e+12 1.979462463541621808e+00 -1.027340169419962632e-02
2.045798989709152588e+12 1.979409498726872663e+00 -1.020454785183583062e-02
2.047377538312323242e+12 1.979377168249319308e+00 -1.012084740595409031e-02
2.048956086915493896e+12 1.979369622883922819e+00 -1.002788772857891343e-02
2.050534635518664551e+12 1.979389448992859180e+00 -9.932769436972433211e-03
2.052113184121835205e+12 1.979436944203989412e+00 -9.843640103633904265e-03
2.053691732725005615e+12 1.979509550864950951e+00 -9.768792754461207151e-03
2.055270281328176270e+12 1.979601763386446445e+00 -9.715399476659111050e-03
2.056848829931346924e+12 1.979705765919301363e+00 -9.688220969907339331e-03
2.058427378534517578e+12 1.979812739356176632e+00 -9.688808807970624576e-03
2.060005927137688232e+12 1.979914376539910537e+00 -9.715552852219167326e-03
2.061584475740858887e+12 1.980004026230771652e+00 -9.764477048264986331e-03
2.063163024344029541e+12 1.980077165008522044e+00 -9.830336161254681765e-03
2.064741572947200195e+12 1.980131284776468048e+00 -9.907570821446947881e-03
2.066320121550370850e+12 1.980165476841058592e+00 -9.990914932084142552e-03
2.067898670153541504e+12 1.980179964393421921e+00 -1.007566821308559721e-02
2.069477218756712158e+12 1.980175720803513117e+00 -1.015774124313624863e-02
2.071055767359882812e+12 1.980154216790062982e+00 -1.023358250264480573e-02
2.072634315963053467e+12 1.980117291045235595e+00 -1.030006665041765905e-02
2.074212864566224121e+12 1.980067122158909898e+00 -1.035439504261755593e-02
2.075791413169394775e+12 1.980006275879296229e+00 -1.039404256057211914e-02
2.077369961772565430e+12 1.979937798962575934e+00 -1.041677643856457267e-02
2.078948510375736084e+12 1.979865324182770614e+00 -1.042076681068675181e-02
2.080527058978906738e+12 1.979793140599691803e+00 -1.040479897398449705e-02
2.082105607582077393e+12 1.979726172751398838e+00 -1.036857934839236287e-02
2.083684156185248047e+12 1.979669808447952928e+00 -1.031309922668561391e-02
2.085262704788418457e+12 1.979629524587861233e+00 -1.024098492806096994e-02
2.086841253391589111e+12 1.979610290674638895e+00 -1.015672589692799034e-02
2.088419801994759766e+12 1.979615786907123809e+00 -1.006664389734771708e-02
2.089998350597930420e+12 1.979647562684731854e+00 -9.978466612654319709e-03
2.091576899201101074e+12 1.979704371184551004e+00 -9.900434510632875884e-03
2.093155447804271729e+12 1.979781987392008613e+00 -9.840038401053689127e-03
2.094733996407442383e+12 1.979873737706305148e+00 -9.802724363968022894e-03
2.096312545010613037e+12 1.979971677890579151e+00 -9.791044197848628589e-03
2.097891093613783691e+12 1.980068005161701450e+00 -9.804579981070529401e-03
2.099469642216954346e+12 1.980156177619247115e+00 -9.840579866946112461e-03
2.101048190820125000e+12 1.980231441342161114e+00 -9.894922218509563314e-03
2.102626739423295654e+12 1.980290806242474888e+00 -9.963001257092254578e-03
2.104205288026466309e+12 1.980332704442911318e+00 -1.004031725078680277e-02
2.105783836629636963e+12 1.980356564639242922e+00 -1.012275115961959460e-02
2.107362385232807617e+12 1.980362447334109932e+00 -1.020660319411913382e-02
2.108940933835978271e+12 1.980350803077296495e+00 -1.028849148024413469e-02
2.110519482439148926e+12 1.980322369039621000e+00 -1.036519024913919867e-02
2.112098031042319580e+12 1.980278199663222161e+00 -1.043346968431746805e-02
2.113676579645490234e+12 1.980219817015800299e+00 -1.048999250822973267e-02
2.115255128248660889e+12 1.980149451934878568e+00 -1.053132238962344557e-02
2.116833676851831543e+12 1.980070321629822994e+00 -1.055409582859966056e-02
2.118412225455001953e+12 1.979986856247293314e+00 -1.055538923335554331e-02
2.119990774058172607e+12 1.979904760055309465e+00 -1.053326725749712672e-02
2.121569322661343262e+12 1.979830793533778222e+00 -1.048743057728749456e-02
2.123147871264513916e+12 1.979772207168086329e+00 -1.041981187855727312e-02
2.124726419867684570e+12 1.979735843975697795e+00 -1.033492801021470425e-02
2.126304968470855225e+12 1.979727033913473822e+00 -1.023980558074046206e-02
2.127883517074025879e+12 1.979748503941703541e+00 -1.014336103535618330e-02
2.129462065677196533e+12 1.979799603585514101e+00 -1.005523653598005586e-02
2.131040614280367188e+12 1.979876159304162497e+00 -9.984279046318631640e-03
2.132619162883537842e+12 1.979971141443898741e+00 -9.937066973984177640e-03
2.134197711486708496e+12 1.980076014598257217e+00 -9.916987378216824550e-03
2.135776260089879150e+12 1.980182299106158839e+00 -9.924177153635783954e-03
2.137354808693049805e+12 1.980282784267596519e+00 -9.956227301162781998e-03
2.138933357296220459e+12 1.980372088921525497e+00 -1.000922683117019645e-02
2.140511905899391113e+12 1.980446624729400584e+00 -1.007871041165203825e-02
2.142090454502561768e+12 1.980504216671509665e+00 -1.016027883660934432e-02
2.143669003105732422e+12 1.980543633114383750e+00 -1.024986924895221647e-02
2.145247551708903076e+12 1.980564185492292850e+00 -1.034375683029511474e-02
2.146826100312073730e+12 1.980565473293851797e+00 -1.043838877081887037e-02
2.148404648915244385e+12 1.980547304167607825e+00 -1.053013808406833528e-02
2.149983197518414795e+12 1.980509800151539990e+00 -1.061505529861115488e-02
2.151561746121585449e+12 1.980453686490939891e+00 -1.068870153258230822e-02
2.153140294724756104e+12 1.980380729385237570e+00 -1.074615971947755558e-02
2.154718843327926758e+12 1.980294234008565635e+00 -1.078232102980984132e-02
2.156297391931097412e+12 1.980199444526200558e+00 -1.079250358295318069e-02
2.157875940534268066e+12 1.980103639208077526e+00 -1.077336371302441143e-02
2.159454489137438721e+12 1.980015735344402561e+00 -1.072392428863841972e-02
2.161033037740609375e+12 1.979945337046723486e+00 -1.064643080610857932e-02
2.162611586343780029e+12 1.979901341782996926e+00 -1.054672566281084772e-02
2.164190134946950684e+12 1.979890387755404380e+00 -1.043392773391197542e-02
2.165768683550121338e+12 1.979915509094126724e+00 -1.031937354786696161e-02
2.167347232153291992e+12 1.979975365592661296e+00 -1.021496150228471886e-02
2.168925780756462646e+12 1.980064337330342372e+00 -1.013123184542755878e-02
2.170504329359633301e+12 1.980173571693943924e+00 -1.007569242535998055e-02
2.172082877962803955e+12 1.980292713421172301e+00 -1.005192408617901212e-02
2.173661426565974609e+12 1.980411717602510446e+00 -1.005971430352852435e-02
2.175239975169145264e+12 1.980522139539644844e+00 -1.009599083940749056e-02
2.176818523772315918e+12 1.980617646617458760e+00 -1.015602375075108643e-02
2.178397072375486572e+12 1.980693897962860772e+00 -1.023442468900134447e-02
2.179975620978657227e+12 1.980748117035434408e+00 -1.032573808492948976e-02
2.181554169581827881e+12 1.980778642283215873e+00 -1.042464839876171626e-02
2.183132718184998291e+12 1.980784621827008873e+00 -1.052593153423581063e-02
2.184711266788168945e+12 1.980765917452799840e+00 -1.062429437918668666e-02
2.186289815391339600e+12 1.980723219576602245e+00 -1.071423213909635484e-02
2.187868363994510254e+12 1.980658329490669223e+00 -1.079001596914413476e-02
2.189446912597680908e+12 1.980574519883538054e+00 -1.084590053527847466e-02
2.191025461200851562e+12 1.980476839129742928e+00 -1.087659636577643224e-02
2.192604009804022217e+12 1.980372199544538914e+00 -1.087797527180585193e-02
2.194182558407192871e+12 1.980269113761636612e+00 -1.084788241454139567e-02
2.195761107010363525e+12 1.980177028928087779e+00 -1.078685625862870617e-02
2.197339655613534180e+12 1.980105328625691108e+00 -1.069855179583617359e-02
2.198918204216704834e+12 1.980062169316431975e+00 -1.058973166668191607e-02
2.200496752819875488e+12 1.980053347664235686e+00 -1.046979040466743463e-02
2.202075301423045898e+12 1.980081371507975474e+00 -1.034984857150931734e-02
2.203653850026216797e+12 1.980144891616826719e+00 -1.024148532041054861e-02
2.205232398629387207e+12 1.980238672767061781e+00 -1.015523479029657034e-02
2.206810947232558105e+12 1.980354261948181982e+00 -1.009911601355343094e-02
2.208389495835728516e+12 1.980481318310919114e+00 -1.007761625450731557e-02
2.209968044438899414e+12 1.980609237570594816e+00 -1.009148374458555646e-02
2.211546593042069824e+12 1.980728514555416320e+00 -1.013832931471190558e-02
2.213125141645240723e+12 1.980831460699699287e+00 -1.021364895657778625e-02
2.214703690248411133e+12 1.980912278887392963e+00 -1.031177961958661474e-02
2.216282238851582031e+12 1.980966775554631853e+00 -1.042649392404873532e-02
2.217860787454752441e+12 1.980992033160827059e+00 -1.055120072938104184e-02
2.219439336057923340e+12 1.980986265169172977e+00 -1.067888708256534668e-02
2.221017884661093750e+12 1.980948945397607019e+00 -1.080200126594423396e-02
2.222596433264264648e+12 1.980881186314240816e+00 -1.091247964549857223e-02
2.224174981867435059e+12 1.980786233938990559e+00 -1.100208081810179553e-02
2.225753530470605957e+12 1.980669857582332050e+00 -1.106309776972422797e-02
2.227332079073776367e+12 1.980540381518417492e+00 -1.108936818384547406e-02
2.228910627676947266e+12 1.980408183781106501e+00 -1.107733889819334343e-02
2.230489176280117676e+12 1.980284676384834519e+00 -1.102685578680604600e-02
2.232067724883288086e+12 1.980180994378474946e+00 -1.094142188893676773e-02
2.233646273486458984e+12 1.980106726059176037e+00 -1.082787160085780555e-02
2.235224822089629395e+12 1.980068945663982172e+00 -1.069561907644779944e-02
2.236803370692800293e+12 1.980071625323255757e+00 -1.055572042475586697e-02
2.238381919295970703e+12 1.980115347107243018e+00 -1.041991023696839901e-02
2.239960467899141602e+12 1.980197219269911324e+00 -1.029962313856720886e-02
2.241539016502312012e+12 1.980311024051965685e+00 -1.020493603838313126e-02
2.243117565105482910e+12 1.980447761317305932e+00 -1.014346859610745950e-02
2.244696113708653320e+12 1.980596712834089335e+00 -1.011950494797824590e-02
2.246274662311824219e+12 1.980746870136289806e+00 -1.013370941068466799e-02
2.247853210914994629e+12 1.980888268880343528e+00 -1.018359527345688402e-02
2.249431759518165527e+12 1.981012779575028970e+00 -1.026450142039847697e-02
2.251010308121335938e+12 1.981114231412235860e+00 -1.037060312125945814e-02
2.252588856724506836e+12 1.981188085673785126e+00 -1.049558510396577000e-02
2.254167405327677246e+12 1.981230999423742034e+00 -1.063286469718795028e-02
2.255745953930848145e+12 1.981240558945611463e+00 -1.077546138885829806e-02
2.257324502534018555e+12 1.981215341308651956e+00 -1.091571214492949131e-02
2.258903051137189453e+12 1.981155343533788749e+00 -1.104507165293201233e-02
2.260481599740359863e+12 1.981062692935262159e+00 -1.115424253659230702e-02
2.262060148343530762e+12 1.980942404450165784e+00 -1.123382819148159573e-02
2.263638696946701172e+12 1.980802820279567555e+00 -1.127554160086692570e-02
2.265217245549871582e+12 1.980655357831786922e+00 -1.127373896531964383e-02
2.266795794153042480e+12 1.980513397813657095e+00 -1.122679537243516032e-02
2.268374342756212891e+12 1.980390519121546067e+00 -1.113779600942917287e-02
2.269952891359383789e+12 1.980298605153070213e+00 -1.101427687433264788e-02
2.271531439962554199e+12 1.980246370812878798e+00 -1.086716657079814068e-02
2.273109988565725098e+12 1.980238578669799132e+00 -1.070936246305784212e-02
2.274688537168895508e+12 1.980275858609812811e+00 -1.055434782615121206e-02
2.276267085772066406e+12 1.980354875265981196e+00 -1.041500676514065145e-02
2.277845634375236816e+12 1.980468680775756329e+00 -1.030255716699164138e-02
2.279424182978407715e+12 1.980607317854537364e+00 -1.022549840746438468e-02
2.281002731581578125e+12 1.980758853738873393e+00 -1.018868297566213367e-02
2.282581280184749023e+12 1.980910849047104794e+00 -1.019285472463075763e-02
2.284159828787919434e+12 1.981051911681715794e+00 -1.023494234635005141e-02
2.285738377391090332e+12 1.981172829883798947e+00 -1.030901993866412646e-02
2.287316925994260742e+12 1.981267015362906836e+00 -1.040749989255225147e-02
2.288895474597431641e+12 1.981330376518069869e+00 -1.052211699405714365e-02
2.290474023200602051e+12 1.981360948087740770e+00 -1.064451749181961546e-02
2.292052571803772949e+12 1.981358562320788996e+00 -1.076651976551860034e-02
2.293631120406943359e+12 1.981324693980043739e+00 -1.088022863597112692e-02
2.295209669010114258e+12 1.981262468533984134e+00 -1.097818180229180249e-02
2.296788217613284668e+12 1.981176730662644214e+00 -1.105364180537621657e-02
2.298366766216455078e+12 1.981074031197273211e+00 -1.110105643749531579e-02
2.299945314819625977e+12 1.980962405652340053e+00 -1.111661669516924439e-02
2.301523863422796387e+12 1.980850885436259867e+00 -1.109877178897863102e-02
2.303102412025967285e+12 1.980748783083155606e+00 -1.104854723210926988e-02
2.304680960629137695e+12 1.980664880395444305e+00 -1.096956803053284954e-02
2.306259509232308594e+12 1.980606675829026164e+00 -1.086778911583492248e-02
2.307838057835479004e+12 1.980579799570501454e+00 -1.075102340218325042e-02
2.309416606438649902e+12 1.980587613311427964e+00 -1.062838315916365614e-02
2.310995155041820312e+12 1.980630936587178370e+00 -1.050970017560876740e-02
2.312573703644991211e+12 1.980707836286530465e+00 -1.040489836435517373e-02
2.314152252248161621e+12 1.980813499255648313e+00 -1.032322703379465710e-02
2.315730800851332520e+12 1.980940339331138222e+00 -1.027230162026109873e-02
2.317309349454502930e+12 1.981078555309556899e+00 -1.025707249392011043e-02
2.318887898057673828e+12 1.981217224946431266e+00 -1.027905132131170900e-02
2.320466446660844238e+12 1.981345712968594963e+00 -1.033614881471684420e-02
2.322044995264015137e+12 1.981454942142689690e+00 -1.042320988136532720e-02
2.323623543867185547e+12 1.981538163171707945e+00 -1.053297791987860103e-02
2.325202092470356445e+12 1.981591174387791199e+00 -1.065708981226512128e-02
2.326780641073526855e+12 1.981612193261864663e+00 -1.078684840705800702e-02
2.328359189676697266e+12 1.981601619143444903e+00 -1.091374423478514571e-02
2.329937738279868164e+12 1.981561820210498537e+00 -1.102983088320721138e-02
2.331516286883038574e+12 1.981496953320449839e+00 -1.112806996297261396e-02
2.333094835486209473e+12 1.981412752520969045e+00 -1.120270217241997081e-02
2.334673384089379883e+12 1.981316212779462127e+00 -1.124962582262010666e-02
2.336251932692550781e+12 1.981215135128101323e+00 -1.126671118682473147e-02
2.337830481295721191e+12 1.981117560583831816e+00 -1.125396872117965900e-02
2.339409029898892090e+12 1.981031170478753989e+00 -1.121352271219100416e-02
2.340987578502062500e+12 1.980962744627613681e+00 -1.114939968471881024e-02
2.342566127105233398e+12 1.980917740307466035e+00 -1.106719147403756841e-02
2.344144675708403809e+12 1.980900001261686416e+00 -1.097366987477751098e-02
2.345723224311574707e+12 1.980911556063085444e+00 -1.087640524214796879e-02
2.347301772914745117e+12 1.980952446164024217e+00 -1.078338712456900980e-02
2.348880321517916016e+12 1.981020551879879132e+00 -1.070258666539907096e-02
2.350458870121086426e+12 1.981111459561506027e+00 -1.064137366071191831e-02
2.352037418724257324e+12 1.981218508048924409e+00 -1.060574554865489558e-02
2.353615967327427734e+12 1.981333198976037435e+00 -1.059945811085884551e-02
2.355194515930598633e+12 1.981446069875949734e+00 -1.062331054928475869e-02
2.356773064533769043e+12 1.981547907513210971e+00 -1.067489113771673791e-02
2.358351613136939941e+12 1.981630969066684012e+00 -1.074893503830775220e-02
2.359930161740110352e+12 1.981689864406974699e+00 -1.083817511208838395e-02
2.361508710343280762e+12 1.981721939627475670e+00 -1.093439374474262232e-02
2.363087258946451660e+12 1.981727215588056312e+00 -1.102940728634935197e-02
2.364665807549622070e+12 1.981708032738165093e+00 -1.111584508135543374e-02
2.366244356152792969e+12 1.981668539910857563e+00 -1.118769419924037917e-02
2.367822904755963379e+12 1.981614117760806204e+00 -1.124062525110454749e-02
2.369401453359134277e+12 1.981550797926177276e+00 -1.127212092150316376e-02
2.370980001962304688e+12 1.981484729818925983e+00 -1.128143233287866656e-02
2.372558550565475586e+12 1.981421740234791340e+00 -1.126940152181474253e-02
2.374137099168645996e+12 1.981367013745370498e+00 -1.123820383978943807e-02
2.375715647771816895e+12 1.981324894502316747e+00 -1.119106989805343164e-02
2.377294196374987305e+12 1.981298781759489591e+00 -1.113203673392064268e-02
2.378872744978158203e+12 1.981291071669008641e+00 -1.106575427249429332e-02
2.380451293581328613e+12 1.981303092068027016e+00 -1.099734212838429821e-02
2.382029842184499512e+12 1.981334986861984726e+00 -1.093225940105378192e-02
2.383608390787669922e+12 1.981385533911502295e+00 -1.087612182432768672e-02
2.385186939390840820e+12 1.981451927734121155e+00 -1.083438550188887961e-02
2.386765487994011230e+12 1.981529623405414053e+00 -1.081183226548566335e-02
