# Frequency(Hz) Real(n) Imag(n)
6.030055664111854248e+11 1.980849690385535933e+00 -1.856023093432051206e-03
6.045841150143560791e+11 1.980764837441998161e+00 -1.970706791003684882e-03
6.061626636175266113e+11 1.980664233794194873e+00 -2.075415909372722249e-03
6.077412122206972656e+11 1.980545238551302267e+00 -2.168484008124064392e-03
6.093197608238679199e+11 1.980404652242411911e+00 -2.245974637476942735e-03
6.108983094270385742e+11 1.980239419866961059e+00 -2.300820274286255462e-03
6.124768580302092285e+11 1.980048036656880228e+00 -2.321750516627812174e-03
6.140554066333798828e+11 1.979833272476735351e+00 -2.292347977083615974e-03
6.156339552365505371e+11 1.979606969421551899e+00 -2.191323094654521863e-03
6.172125038397211914e+11 1.979397123174253315e+00 -1.996579251296620727e-03
6.187910524428918457e+11 1.979254708919614192e+00 -1.697589229479382110e-03
6.203696010460625000e+11 1.979250082159451196e+00 -1.319998520629476341e-03
6.219481496492331543e+11 1.979437836184361199e+00 -9.514465236908416657e-04
6.235266982524036865e+11 1.979789015349720627e+00 -7.177200415960419654e-04
6.251052468555743408e+11 1.980182291802758510e+00 -6.816493925134155338e-04
6.266837954587449951e+11 1.980508410371241590e+00 -7.985078510950720807e-04
6.282623440619156494e+11 1.980733488503385376e+00 -9.899140278087910187e-04
6.298408926650863037e+11 1.980869805736288125e+00 -1.201680761697437004e-03
6.314194412682569580e+11 1.980940238723776892e+00 -1.407405909531597634e-03
6.329979898714276123e+11 1.980964471164368135e+00 -1.597001993957407068e-03
6.345765384745982666e+11 1.980956607637346600e+00 -1.768134252400840227e-03
6.361550870777689209e+11 1.980926009943548394e+00 -1.921752251536049463e-03
6.377336356809395752e+11 1.980878520069376147e+00 -2.059984991057976951e-03
6.393121842841101074e+11 1.980817405773037443e+00 -2.185154824811336334e-03
6.408907328872807617e+11 1.980743983820816290e+00 -2.299265059940852184e-03
6.424692814904514160e+11 1.980658007729567460e+00 -2.403645400238838860e-03
6.440478300936220703e+11 1.980557919876076989e+00 -2.498588550728137077e-03
6.456263786967927246e+11 1.980441072697613603e+00 -2.582869359385404906e-03
6.472049272999633789e+11 1.980304059355725732e+00 -2.653057979776112570e-03
6.487834759031340332e+11 1.980143386893115309e+00 -2.702565091778099966e-03
6.503620245063046875e+11 1.979956896726111415e+00 -2.720462504934310390e-03
6.519405731094753418e+11 1.979746568032786369e+00 -2.690451766869369175e-03
6.535191217126459961e+11 1.979523436116195745e+00 -2.591149165094150646e-03
6.550976703158165283e+11 1.979314675315033911e+00 -2.400324546886456380e-03
6.566762189189871826e+11 1.979169967863267265e+00 -2.107397831102732644e-03
6.582547675221578369e+11 1.979157005647852463e+00 -1.737127383504093485e-03
6.598333161253284912e+11 1.979327237531082639e+00 -1.372471175105445442e-03
6.614118647284991455e+11 1.979654476286418108e+00 -1.130257663474487986e-03
6.629904133316697998e+11 1.980029170115522597e+00 -1.070294790118931933e-03
6.645689619348404541e+11 1.980350638181576750e+00 -1.156285768275698870e-03
6.661475105380111084e+11 1.980583793382844737e+00 -1.319216170185504152e-03
6.677260591411817627e+11 1.980735956885911087e+00 -1.509015002434613327e-03
6.693046077443524170e+11 1.980825852027377376e+00 -1.699754160364392707e-03
6.708831563475229492e+11 1.980870594326263667e+00 -1.880460793555841729e-03
6.724617049506936035e+11 1.980882893626518593e+00 -2.047664576455218016e-03
6.740402535538642578e+11 1.980871428499727305e+00 -2.201318599754181499e-03
6.756188021570349121e+11 1.980841756127429409e+00 -2.342795699361450209e-03
6.771973507602055664e+11 1.980797063979587769e+00 -2.473908027038935250e-03
6.787758993633762207e+11 1.980738667882991910e+00 -2.596374332959720810e-03
6.803544479665468750e+11 1.980666307373621260e+00 -2.711439327305486483e-03
6.819329965697175293e+11 1.980578315983869242e+00 -2.819478825482315144e-03
6.835115451728881836e+11 1.980471759132453435e+00 -2.919472390258943430e-03
6.850900937760588379e+11 1.980342678366615372e+00 -3.008237824306632044e-03
6.866686423792294922e+11 1.980186689537683842e+00 -3.079343900194030006e-03
6.882471909824000244e+11 1.980000379603673144e+00 -3.121730569767910447e-03
6.898257395855706787e+11 1.979784200743009759e+00 -3.118433706084882719e-03
6.914042881887413330e+11 1.979547628136098858e+00 -3.046683132653537143e-03
6.929828367919119873e+11 1.979316505945046156e+00 -2.882133227083968647e-03
6.945613853950826416e+11 1.979139395836278625e+00 -2.611335471350607201e-03
6.961399339982532959e+11 1.979083068973045645e+00 -2.254479206800062089e-03
6.977184826014239502e+11 1.979200855760624433e+00 -1.886466182854334376e-03
6.992970312045946045e+11 1.979477501252442373e+00 -1.616399585243911627e-03
7.008755798077652588e+11 1.979819919586059518e+00 -1.508909966751085120e-03
7.024541284109359131e+11 1.980133273835822827e+00 -1.543471266555688582e-03
7.040326770141064453e+11 1.980376365502611424e+00 -1.662689254890566733e-03
7.056112256172770996e+11 1.980548320861093670e+00 -1.820045971329148794e-03
7.071897742204477539e+11 1.980662089705782947e+00 -1.989021736041926731e-03
7.087683228236184082e+11 1.980731396844676251e+00 -2.156889193502997421e-03
7.103468714267890625e+11 1.980767038928781698e+00 -2.318395466052736338e-03
7.119254200299597168e+11 1.980776585503982501e+00 -2.471960151871017974e-03
7.135039686331303711e+11 1.980764904930845560e+00 -2.617664153602369554e-03
7.150825172363010254e+11 1.980734717297609526e+00 -2.756188634609723406e-03
7.166610658394716797e+11 1.980686999699292405e+00 -2.888192726630877359e-03
7.182396144426423340e+11 1.980621252699940271e+00 -3.013848682914955883e-03
7.198181630458128662e+11 1.980535689990556625e+00 -3.132368376006625967e-03
7.213967116489835205e+11 1.980427447599836688e+00 -3.241403742405705394e-03
7.229752602521541748e+11 1.980292971050074735e+00 -3.336229269188132739e-03
7.245538088553248291e+11 1.980128856765370093e+00 -3.408668089563732413e-03
7.261323574584954834e+11 1.979933603657043850e+00 -3.445894367770236267e-03
7.277109060616661377e+11 1.979710894539608912e+00 -3.429686037690840399e-03
7.292894546648367920e+11 1.979474874797922279e+00 -3.337582168221818815e-03
7.308680032680074463e+11 1.979256734639020854e+00 -3.148645561933251062e-03
7.324465518711781006e+11 1.979108639580992257e+00 -2.857189765825994196e-03
7.340251004743487549e+11 1.979094933117294230e+00 -2.494580020963354031e-03
7.356036490775192871e+11 1.979256738531598891e+00 -2.144080205375202986e-03
7.371821976806899414e+11 1.979562052912749559e+00 -1.909917957686538270e-03
7.387607462838605957e+11 1.979912552050357544e+00 -1.840277558376375491e-03
7.403392948870312500e+11 1.980221961293037403e+00 -1.903977763768752076e-03
7.419178434902019043e+11 1.980457920602276767e+00 -2.043582866259433060e-03
7.434963920933725586e+11 1.980623330695598261e+00 -2.215907230746643614e-03
7.450749406965432129e+11 1.980731926785426644e+00 -2.397078732647692483e-03
7.466534892997138672e+11 1.980797229865653764e+00 -2.575918233422440622e-03
7.482320379028845215e+11 1.980829621968950516e+00 -2.748032958636713059e-03
7.498105865060551758e+11 1.980836248433303304e+00 -2.912340287962571564e-03
7.513891351092258301e+11 1.980821565069390111e+00 -3.069224886990522868e-03
7.529676837123963623e+11 1.980787870538016415e+00 -3.219549475341510446e-03
7.545462323155670166e+11 1.980735687374632903e+00 -3.364052264014817141e-03
7.561247809187376709e+11 1.980664010126669039e+00 -3.502869565193452838e-03
7.577033295219083252e+11 1.980570489023739000e+00 -3.635022732460004447e-03
7.592818781250789795e+11 1.980451658882858013e+00 -3.757751907537507964e-03
7.608604267282496338e+11 1.980303397838164559e+00 -3.865610025712679608e-03
7.624389753314202881e+11 1.980121931290190540e+00 -3.949308184378157172e-03
7.640175239345909424e+11 1.979905868679252112e+00 -3.994527272669347491e-03
7.655960725377615967e+11 1.979659849702814389e+00 -3.981421817442863144e-03
7.671746211409322510e+11 1.979400030639759001e+00 -3.886421539106043373e-03
7.687531697441027832e+11 1.979160236641359871e+00 -3.688915867685032841e-03
7.703317183472734375e+11 1.978994441924271763e+00 -3.385407576082316398e-03
7.719102669504440918e+11 1.978966221606970333e+00 -3.009898933617308897e-03
7.734888155536147461e+11 1.979114104661409135e+00 -2.645448448040248896e-03
7.750673641567854004e+11 1.979406576651796534e+00 -2.392964639137673804e-03
7.766459127599560547e+11 1.979750070663164552e+00 -2.300527418229037467e-03
7.782244613631267090e+11 1.980060536380259029e+00 -2.341780137393684007e-03
7.798030099662973633e+11 1.980303270046614328e+00 -2.463314719208434429e-03
7.813815585694680176e+11 1.980477794682238946e+00 -2.622932437696222276e-03
7.829601071726386719e+11 1.980595452280636382e+00 -2.796020174969924589e-03
7.845386557758092041e+11 1.980668462446936617e+00 -2.970181428721274750e-03
7.861172043789798584e+11 1.980706629600881064e+00 -3.139855534584367648e-03
7.876957529821505127e+11 1.980716940569663853e+00 -3.302981680028871294e-03
7.892743015853211670e+11 1.980703930139234181e+00 -3.459161609115694608e-03
7.908528501884918213e+11 1.980670114821375005e+00 -3.608643615338333593e-03
7.924313987916624756e+11 1.980616320332858393e+00 -3.751693018466329549e-03
7.940099473948331299e+11 1.980541898626768216e+00 -3.888093836300462493e-03
7.955884959980037842e+11 1.980444892502321474e+00 -4.016618905859500703e-03
7.971670446011744385e+11 1.980322255945343723e+00 -4.134348456354412955e-03
7.987455932043450928e+11 1.980170319616467944e+00 -4.235753024032052477e-03
8.003241418075156250e+11 1.979985823168703973e+00 -4.311546210655187172e-03
8.019026904106862793e+11 1.979767995173641770e+00 -4.347555560078682560e-03
8.034812390138569336e+11 1.979522205397193702e+00 -4.324382747327280667e-03
8.050597876170275879e+11 1.979265285104127914e+00 -4.219460768998202320e-03
8.066383362201982422e+11 1.979031147296914872e+00 -4.013920790596217647e-03
8.082168848233688965e+11 1.978872335965183860e+00 -3.706357714673613659e-03
8.097954334265395508e+11 1.978848832184842310e+00 -3.331541146410713777e-03
8.113739820297102051e+11 1.978995109172613898e+00 -2.969312895093501915e-03
8.129525306328808594e+11 1.979280277017362977e+00 -2.713931441644644622e-03
8.145310792360515137e+11 1.979617494158282920e+00 -2.610450799780105694e-03
8.161096278392221680e+11 1.979928278643837247e+00 -2.636323518826875004e-03
8.176881764423927002e+11 1.980178303318935740e+00 -2.743383644625551135e-03
8.192667250455633545e+11 1.980364814682335606e+00 -2.892408036128035851e-03
8.208452736487340088e+11 1.980496692023999472e+00 -3.059723174112361551e-03
8.224238222519046631e+11 1.980584233547092232e+00 -3.232834808275150771e-03
8.240023708550753174e+11 1.980635851473335540e+00 -3.405646844968957237e-03
8.255809194582459717e+11 1.980657523958301525e+00 -3.575382045070582462e-03
8.271594680614166260e+11 1.980653043415457004e+00 -3.740835289334974029e-03
8.287380166645872803e+11 1.980624379119182432e+00 -3.901377908501249634e-03
8.303165652677579346e+11 1.980571970932187842e+00 -4.056317309101150313e-03
8.318951138709285889e+11 1.980494945468238566e+00 -4.204370510737578774e-03
8.334736624740991211e+11 1.980391318584506788e+00 -4.343095961398123379e-03
8.350522110772697754e+11 1.980258309095600744e+00 -4.468177092203221012e-03
8.366307596804404297e+11 1.980092975862830507e+00 -4.572508323158025814e-03
8.382093082836110840e+11 1.979893509538283913e+00 -4.645163082548530407e-03
8.397878568867817383e+11 1.979661608736144940e+00 -4.670612154276674970e-03
8.413664054899523926e+11 1.979406278408729181e+00 -4.629083650391270337e-03
8.429449540931230469e+11 1.979148782060912604e+00 -4.499642106862451058e-03
8.445235026962937012e+11 1.978926968483821325e+00 -4.268001057447797821e-03
8.461020512994643555e+11 1.978794492551282369e+00 -3.940302533470206939e-03
8.476805999026350098e+11 1.978806899145368003e+00 -3.559704652151610398e-03
8.492591485058055420e+11 1.978987991908861099e+00 -3.209996646313036193e-03
8.508376971089761963e+11 1.979295947456070737e+00 -2.979619937489345460e-03
8.524162457121468506e+11 1.979642109869978128e+00 -2.902412218761744444e-03
8.539947943153175049e+11 1.979953795654244342e+00 -2.949685107238792566e-03
8.555733429184881592e+11 1.980201862724073614e+00 -3.073336355169499576e-03
8.571518915216588135e+11 1.980385687018219043e+00 -3.235943955030792536e-03
8.587304401248294678e+11 1.980514564004676181e+00 -3.415156620103352702e-03
8.603089887280001221e+11 1.980598669363026643e+00 -3.599111145475272344e-03
8.618875373311707764e+11 1.980646231829420900e+00 -3.781900468203386149e-03
8.634660859343414307e+11 1.980663124488708737e+00 -3.960702860969198685e-03
8.650446345375119629e+11 1.980653140878035900e+00 -4.134155635194133871e-03
8.666231831406826172e+11 1.980618358071283280e+00 -4.301425109692396873e-03
8.682017317438532715e+11 1.980559429445801323e+00 -4.461605223553347273e-03
8.697802803470239258e+11 1.980475805987061300e+00 -4.613220463009120101e-03
8.713588289501945801e+11 1.980365952672282992e+00 -4.753689841733467827e-03
8.729373775533652344e+11 1.980227684731161730e+00 -4.878659433439600651e-03
8.745159261565358887e+11 1.980058828507772262e+00 -4.981174678381289182e-03
8.760944747597065430e+11 1.979858511141449506e+00 -5.050799418672935644e-03
8.776730233628771973e+11 1.979629441783890664e+00 -5.073070809223665344e-03
8.792515719660478516e+11 1.979381397895877637e+00 -5.030151685393100848e-03
8.808301205692185059e+11 1.979135488966384360e+00 -4.904092685365924256e-03
8.824086691723890381e+11 1.978927342926437571e+00 -4.684312571099864819e-03
8.839872177755596924e+11 1.978805050280946887e+00 -4.379813867002767085e-03
8.855657663787303467e+11 1.978815312016644512e+00 -4.032229641847824043e-03
8.871443149819010010e+11 1.978974602965150043e+00 -3.715497813818367193e-03
8.887228635850716553e+11 1.979244577867085297e+00 -3.503476658985623608e-03
8.903014121882423096e+11 1.979550684540222427e+00 -3.424016081568648749e-03
8.918799607914129639e+11 1.979831450683419591e+00 -3.454662648870387813e-03
8.934585093945836182e+11 1.980060108861708024e+00 -3.556105309738300056e-03
8.950370579977542725e+11 1.980233844236135132e+00 -3.696377327413010588e-03
8.966156066009249268e+11 1.980359115613258725e+00 -3.855496400497267218e-03
8.981941552040954590e+11 1.980443860640717313e+00 -4.022368051459156504e-03
8.997727038072661133e+11 1.980494730060167852e+00 -4.191192438044850227e-03
9.013512524104367676e+11 1.980516482886264473e+00 -4.359019809790695872e-03
9.029298010136074219e+11 1.980512079352923172e+00 -4.524287715985549595e-03
9.045083496167780762e+11 1.980482915697742818e+00 -4.685937046599918630e-03
9.060868982199487305e+11 1.980429035236940694e+00 -4.842802556516380939e-03
9.076654468231193848e+11 1.980349305263720217e+00 -4.993077472328846453e-03
9.092439954262900391e+11 1.980241626802148325e+00 -5.133718182320503969e-03
9.108225440294606934e+11 1.980103313905253293e+00 -5.259706336820726968e-03
9.124010926326313477e+11 1.979931866748137814e+00 -5.363164415192848110e-03
9.139796412358018799e+11 1.979726453945960918e+00 -5.432486845029400879e-03
9.155581898389725342e+11 1.979490431183294818e+00 -5.451964527815076483e-03
9.171367384421431885e+11 1.979234972350627064e+00 -5.402843162282473972e-03
9.187152870453138428e+11 1.978983135793149772e+00 -5.267172865474421817e-03
9.202938356484844971e+11 1.978772295835318218e+00 -5.035717869463439064e-03
9.218723842516551514e+11 1.978650937480161742e+00 -4.719841463376899145e-03
9.234509328548258057e+11 1.978664157299959481e+00 -4.363046324213311344e-03
9.250294814579964600e+11 1.978826096027645143e+00 -4.038817864506910604e-03
9.266080300611671143e+11 1.979098156140404408e+00 -3.818827473159108581e-03
9.281865786643377686e+11 1.979407783958269329e+00 -3.730281023146468037e-03
9.297651272675083008e+11 1.979694693771401948e+00 -3.752356710312083118e-03
9.313436758706789551e+11 1.979931440592813230e+00 -3.847398010040388797e-03
9.329222244738496094e+11 1.980113867546986484e+00 -3.984000359935375470e-03
9.345007730770202637e+11 1.980247318190517802e+00 -4.141961065302282238e-03
9.360793216801909180e+11 1.980339014556387056e+00 -4.309659719902068052e-03
9.376578702833615723e+11 1.980395192689266226e+00 -4.480715822523736319e-03
9.392364188865322266e+11 1.980420375140512501e+00 -4.651623897526257004e-03
9.408149674897028809e+11 1.980417380776285263e+00 -4.820287607066702819e-03
9.423935160928735352e+11 1.980387520752894259e+00 -4.985097957873193056e-03
9.439720646960441895e+11 1.980330811855016471e+00 -5.144273149625841653e-03
9.455506132992148438e+11 1.980246198347511255e+00 -5.295272928333637566e-03
9.471291619023853760e+11 1.980131856552840519e+00 -5.434170440307134822e-03
9.487077105055560303e+11 1.979985725790081696e+00 -5.554930106085184498e-03
9.502862591087266846e+11 1.979806481155826470e+00 -5.648641188878724545e-03
9.518648077118973389e+11 1.979595209217401397e+00 -5.702941459870961190e-03
9.534433563150679932e+11 1.979357976545025988e+00 -5.702162334602928900e-03
9.550219049182386475e+11 1.979109142191384230e+00 -5.629081235573664931e-03
9.566004535214093018e+11 1.978874516398432037e+00 -5.469370202377751150e-03
9.581790021245799561e+11 1.978692272922533801e+00 -5.219516940448682037e-03
9.597575507277506104e+11 1.978607956968442938e+00 -4.897533643049692409e-03
9.613360993309212646e+11 1.978658899890233691e+00 -4.551531776315614376e-03
9.629146479340917969e+11 1.978848628681486144e+00 -4.253133416189257623e-03
9.644931965372624512e+11 1.979132029619720345e+00 -4.064340950990239301e-03
9.660717451404331055e+11 1.979439338376753232e+00 -4.001939708975152388e-03
9.676502937436037598e+11 1.979717677692788724e+00 -4.041223304877621450e-03
9.692288423467744141e+11 1.979945052870770050e+00 -4.145859882816286222e-03
9.708073909499450684e+11 1.980119698138252948e+00 -4.286958850104782143e-03
9.723859395531157227e+11 1.980247673946810005e+00 -4.446315709052648356e-03
9.739644881562863770e+11 1.980336291831802820e+00 -4.613671857239451043e-03
9.755430367594570312e+11 1.980391675668621287e+00 -4.783606705920941636e-03
9.771215853626276855e+11 1.980418150522401000e+00 -4.953358975522059553e-03
9.787001339657982178e+11 1.980418260303904443e+00 -5.121454304390149481e-03
9.802786825689688721e+11 1.980392945056934195e+00 -5.286811076174231620e-03
9.818572311721395264e+11 1.980341738982959621e+00 -5.448066296015536408e-03
9.834357797753101807e+11 1.980262994314503811e+00 -5.602948606919420059e-03
9.850143283784808350e+11 1.980154218223143081e+00 -5.747591845609329765e-03
9.865928769816514893e+11 1.980012682839450200e+00 -5.875754059100218168e-03
9.881714255848221436e+11 1.979836538317357286e+00 -5.978026325404413484e-03
9.897499741879927979e+11 1.979626680986229514e+00 -6.041327559750442160e-03
9.913285227911634521e+11 1.979389494025777463e+00 -6.049291126823688747e-03
9.929070713943341064e+11 1.979140141894201177e+00 -5.984448090403581173e-03
9.944856199975046387e+11 1.978905294877629339e+00 -5.833136566848839619e-03
9.960641686006752930e+11 1.978723098854183737e+00 -5.593478588368980958e-03
9.976427172038459473e+11 1.978637117297322279e+00 -5.285113108486592243e-03
9.992212658070166016e+11 1.978680844117947757e+00 -4.955501307274261767e-03
1.000799814410187256e+12 1.978855156146587246e+00 -4.671520001581996873e-03
1.002378363013357910e+12 1.979117720794687729e+00 -4.489158690635390928e-03
1.003956911616528564e+12 1.979405431241980429e+00 -4.423973941693794439e-03
1.005535460219699219e+12 1.979669751275322742e+00 -4.455074354170177400e-03
1.007114008822869873e+12 1.979888925766608354e+00 -4.550404684263496639e-03
1.008692557426040527e+12 1.980059529378730643e+00 -4.683492273460897193e-03
1.010271106029211182e+12 1.980185846066568001e+00 -4.836974481965828319e-03
1.011849654632381714e+12 1.980273843149981783e+00 -5.000626731808868047e-03
1.013428203235552368e+12 1.980328723422676740e+00 -5.168737924286139450e-03
1.015006751838723022e+12 1.980354185018837310e+00 -5.338142413895124484e-03
1.016585300441893677e+12 1.980352333041067059e+00 -5.506910841733946710e-03
1.018163849045064331e+12 1.980323801709604092e+00 -5.673453816749079136e-03
1.019742397648234985e+12 1.980267947527237782e+00 -5.835823863750659937e-03
1.021320946251405640e+12 1.980183115091462831e+00 -5.991069747447075496e-03
1.022899494854576294e+12 1.980067059090411030e+00 -6.134562720840462495e-03
1.024478043457746948e+12 1.979917670569488974e+00 -6.259294120383941847e-03
1.026056592060917603e+12 1.979734199617316115e+00 -6.355271195899772976e-03
1.027635140664088135e+12 1.979519140745680028e+00 -6.409337244035685950e-03
1.029213689267258789e+12 1.979280759193412731e+00 -6.405986588212211376e-03
1.030792237870429443e+12 1.979035798906702448e+00 -6.329909214715664402e-03
1.032370786473600098e+12 1.978811236519299799e+00 -6.170869215471241377e-03
1.033949335076770752e+12 1.978643159640846472e+00 -5.930872985318882268e-03
1.035527883679941406e+12 1.978570140809809308e+00 -5.632054093058192282e-03
1.037106432283112061e+12 1.978618882449868943e+00 -5.320361154927467570e-03
1.038684980886282715e+12 1.978785679744998971e+00 -5.055813900910841735e-03
1.040263529489453369e+12 1.979030342772848394e+00 -4.885845315104097100e-03
1.041842078092624023e+12 1.979297047414945165e+00 -4.822354747932746169e-03
1.043420626695794556e+12 1.979543314233195295e+00 -4.846673227889647384e-03
1.044999175298965210e+12 1.979749582105628791e+00 -4.930703647856904230e-03
1.046577723902135864e+12 1.979912212300332985e+00 -5.050947713426348455e-03
1.048156272505306519e+12 1.980034522110172723e+00 -5.191748716215247202e-03
1.049734821108477173e+12 1.980121462618565253e+00 -5.343775126799935396e-03
1.051313369711647827e+12 1.980177325103272157e+00 -5.501762929698299567e-03
1.052891918314818481e+12 1.980204985328349210e+00 -5.662723217064777326e-03
1.054470466917989136e+12 1.980205785246102801e+00 -5.824686155753904492e-03
1.056049015521159790e+12 1.980179657574254293e+00 -5.985798762871461821e-03
1.057627564124330444e+12 1.980125365744973998e+00 -6.143602350625390444e-03
1.059206112727500977e+12 1.980040864258438393e+00 -6.294373851010014870e-03
1.060784661330671631e+12 1.979923861179764488e+00 -6.432482937222257918e-03
1.062363209933842285e+12 1.979772714690066326e+00 -6.549806120328004536e-03
1.063941758537012939e+12 1.979587806625043855e+00 -6.635371116580758219e-03
1.065520307140183594e+12 1.979373458126871155e+00 -6.675580504205981189e-03
1.067098855743354248e+12 1.979140220282302742e+00 -6.655528486117191604e-03
1.068677404346524902e+12 1.978906960543404425e+00 -6.561954580663166038e-03
1.070255952949695557e+12 1.978701637937194002e+00 -6.388130779782352948e-03
1.071834501552866211e+12 1.978559109360945145e+00 -6.140334087270799858e-03
1.073413050156036865e+12 1.978513846733680692e+00 -5.844157373910444271e-03
1.074991598759207397e+12 1.978586206879926257e+00 -5.545892769825189889e-03
1.076570147362378052e+12 1.978766858354049196e+00 -5.301113201700679255e-03
1.078148695965548706e+12 1.979014802849815791e+00 -5.149936267130196359e-03
1.079727244568719360e+12 1.979278512831636139e+00 -5.099224027237435689e-03
1.081305793171890015e+12 1.979520703163073714e+00 -5.129834082028427236e-03
1.082884341775060669e+12 1.979724946420588605e+00 -5.215718670659181232e-03
1.084462890378231323e+12 1.979888762506153199e+00 -5.335723805822617516e-03
1.086041438981401978e+12 1.980015589349686911e+00 -5.476093570497435337e-03
1.087619987584572632e+12 1.980110032967235423e+00 -5.628983822228503762e-03
1.089198536187743286e+12 1.980175765651129183e+00 -5.790357774977031649e-03
1.090777084790913940e+12 1.980214783269218959e+00 -5.958273128347062186e-03
1.092355633394084473e+12 1.980227245094160482e+00 -6.131613507884669384e-03
1.093934181997255127e+12 1.980211560525264591e+00 -6.309096125842149350e-03
1.095512730600425781e+12 1.980164631712493462e+00 -6.488393680316698227e-03
1.097091279203596436e+12 1.980082296048045754e+00 -6.665267997492630055e-03
1.098669827806767090e+12 1.979960100127812206e+00 -6.832699561660491791e-03
1.100248376409937744e+12 1.979794586261999445e+00 -6.980130809263045653e-03
1.101826925013108398e+12 1.979585239328256474e+00 -7.093135844713004817e-03
1.103405473616279053e+12 1.979337045034660569e+00 -7.154039993750982603e-03
1.104984022219449707e+12 1.979063207179613038e+00 -7.144094835348120676e-03
1.106562570822620361e+12 1.978787071324342506e+00 -7.047582974410168156e-03
1.108141119425791016e+12 1.978541962522774256e+00 -6.857652933902910405e-03
1.109719668028961670e+12 1.978367573019993664e+00 -6.582962167522354857e-03
1.111298216632132324e+12 1.978301506499788420e+00 -6.253219191950375698e-03
1.112876765235302979e+12 1.978365229452692997e+00 -5.919418259510694259e-03
1.114455313838473633e+12 1.978548765615147920e+00 -5.641732619019468493e-03
1.116033862441644043e+12 1.978808677754461787e+00 -5.464378383097131045e-03
1.117612411044814697e+12 1.979089283881983574e+00 -5.396746251363308648e-03
1.119190959647985352e+12 1.979348739599646301e+00 -5.419767176757648262e-03
1.120769508251156006e+12 1.979567128649246888e+00 -5.505567968912460954e-03
1.122348056854326660e+12 1.979739948046152609e+00 -5.630408906839494930e-03
1.123926605457497314e+12 1.979869778485424003e+00 -5.777891996873664622e-03
1.125505154060667969e+12 1.979961181120401204e+00 -5.937710837169588550e-03
1.127083702663838623e+12 1.980018395856827818e+00 -6.103582608365958929e-03
1.128662251267009277e+12 1.980044533098211268e+00 -6.271542471972115645e-03
1.130240799870179932e+12 1.980041424705393016e+00 -6.438724864608065535e-03
1.131819348473350586e+12 1.980009748466218689e+00 -6.602493212763476185e-03
1.133397897076521240e+12 1.979949288173784128e+00 -6.759771965923820451e-03
1.134976445679691895e+12 1.979859315765233552e+00 -6.906484602291144970e-03
1.136554994282862549e+12 1.979739148487237976e+00 -7.037063876468708026e-03
1.138133542886033203e+12 1.979588967536484390e+00 -7.144079379886413353e-03
1.139712091489203857e+12 1.979410976329439853e+00 -7.218131948111937944e-03
1.141290640092374512e+12 1.979210893645512170e+00 -7.248285884592486211e-03
1.142869188695545166e+12 1.978999582642262611e+00 -7.223401139117302701e-03
1.144447737298715820e+12 1.978794306100351452e+00 -7.134700151349380841e-03
1.146026285901886475e+12 1.978618721023413407e+00 -6.979654607652385073e-03
1.147604834505057129e+12 1.978500374379455140e+00 -6.766681832131592883e-03
1.149183383108227539e+12 1.978464396303808881e+00 -6.518937029315756242e-03
1.150761931711398193e+12 1.978523377924336080e+00 -6.273525891438043456e-03
1.152340480314568848e+12 1.978667955130281042e+00 -6.071835244695951254e-03
1.153919028917739502e+12 1.978867628730983874e+00 -5.943094359803734877e-03
1.155497577520910156e+12 1.979085027891711146e+00 -5.894035258113712421e-03
1.157076126124080811e+12 1.979291393088354001e+00 -5.913512174752845983e-03
1.158654674727251465e+12 1.979471452100556084e+00 -5.984254041285359295e-03
1.160233223330422119e+12 1.979619816394793341e+00 -6.090931282141447307e-03
1.161811771933592773e+12 1.979735861615754766e+00 -6.222546091454360384e-03
1.163390320536763428e+12 1.979820286304876387e+00 -6.371824563895239421e-03
1.164968869139934082e+12 1.979873437020482463e+00 -6.533808992650687666e-03
1.166547417743104736e+12 1.979894728260747971e+00 -6.704535353519083113e-03
1.168125966346275391e+12 1.979882641942009247e+00 -6.879989731604489213e-03
1.169704514949446045e+12 1.979835042700990311e+00 -7.055316816141556091e-03
1.171283063552616699e+12 1.979749710493696302e+00 -7.224227333249896160e-03
1.172861612155787354e+12 1.979625078830543616e+00 -7.378591366393322248e-03
1.174440160758958008e+12 1.979461196947150059e+00 -7.508269793366665473e-03
1.176018709362128662e+12 1.979260910167169207e+00 -7.601308913578486495e-03
1.177597257965299316e+12 1.979031170068939582e+00 -7.644678237670690657e-03
1.179175806568469971e+12 1.978784256045613477e+00 -7.625730941586402432e-03
1.180754355171640381e+12 1.978538553284855617e+00 -7.534486087440922519e-03
1.182332903774811035e+12 1.978318429590947281e+00 -7.366694259027736780e-03
1.183911452377981689e+12 1.978152641849860061e+00 -7.127495808244395208e-03
1.185490000981152344e+12 1.978070428727129348e+00 -6.835182023621914731e-03
1.187068549584322998e+12 1.978094120865903083e+00 -6.523520169692821093e-03
1.188647098187493652e+12 1.978228279180155535e+00 -6.238717164361381670e-03
1.190225646790664307e+12 1.978451010959903389e+00 -6.026254060945949662e-03
1.191804195393834961e+12 1.978718992034388835e+00 -5.911641379838400781e-03
1.193382743997005615e+12 1.978987360385167982e+00 -5.892067515987266767e-03
1.194961292600176270e+12 1.979226612224082249e+00 -5.946554153017887152e-03
1.196539841203346924e+12 1.979424596370715328e+00 -6.051113212460549479e-03
