# Frequency(Hz) n_real k_imag
2.650383e+12 1.996744e+00 -1.214408e-02
2.651962e+12 1.999924e+00 9.570482e-03
2.653540e+12 1.997092e+00 -1.176886e-02
2.655119e+12 1.997303e+00 -1.167286e-02
2.656697e+12 1.997515e+00 -1.163458e-02
2.658276e+12 1.997714e+00 -1.164767e-02
2.659854e+12 1.997891e+00 -1.170418e-02
2.661433e+12 1.998037e+00 -1.179531e-02
2.663011e+12 1.998148e+00 -1.191201e-02
2.664590e+12 1.998219e+00 -1.204511e-02
2.666169e+12 1.998249e+00 -1.218526e-02
2.667747e+12 1.998236e+00 -1.232271e-02
2.669326e+12 1.998183e+00 -1.244728e-02
2.670904e+12 1.998092e+00 -1.254855e-02
2.672483e+12 1.997972e+00 -1.261665e-02
2.674061e+12 1.997831e+00 -1.264344e-02
2.675640e+12 1.997684e+00 -1.262403e-02
2.677218e+12 1.997545e+00 -1.255799e-02
2.678797e+12 1.997429e+00 -1.244994e-02
2.680376e+12 1.997347e+00 -1.230903e-02
2.681954e+12 1.997308e+00 -1.214772e-02
2.683533e+12 1.997316e+00 -1.198012e-02
2.685111e+12 1.997371e+00 -1.182047e-02
2.686690e+12 1.997468e+00 -1.168188e-02
2.688268e+12 1.997600e+00 -1.157560e-02
2.689847e+12 1.999865e+00 9.409878e-03
2.691425e+12 1.997926e+00 -1.149116e-02
2.693004e+12 1.998093e+00 -1.152012e-02
2.694582e+12 1.998248e+00 -1.159502e-02
2.696161e+12 1.998376e+00 -1.171017e-02
2.697740e+12 1.998468e+00 -1.185684e-02
2.699318e+12 1.998518e+00 -1.202392e-02
2.700897e+12 1.998520e+00 -1.219856e-02
2.702475e+12 1.998474e+00 -1.236685e-02
2.704054e+12 1.998384e+00 -1.251474e-02
2.705632e+12 1.998257e+00 -1.262929e-02
2.707211e+12 1.998106e+00 -1.270033e-02
2.708789e+12 1.997945e+00 -1.272194e-02
2.710368e+12 1.997791e+00 -1.269344e-02
2.711947e+12 1.997657e+00 -1.261937e-02
2.713525e+12 1.997556e+00 -1.250850e-02
2.715104e+12 1.997497e+00 -1.237223e-02
2.716682e+12 1.997484e+00 -1.222299e-02
2.718261e+12 1.997517e+00 -1.207301e-02
2.719839e+12 1.997595e+00 -1.193376e-02
2.721418e+12 1.997714e+00 -1.181556e-02
2.722996e+12 1.997866e+00 -1.172764e-02
2.724575e+12 1.998045e+00 -1.167795e-02
2.726153e+12 1.998240e+00 -1.167271e-02
2.727732e+12 1.999823e+00 9.291062e-03
2.729311e+12 1.998626e+00 -1.180759e-02
2.730889e+12 1.998790e+00 -1.194481e-02
2.732468e+12 1.998915e+00 -1.211961e-02
2.734046e+12 1.998990e+00 -1.231989e-02
2.735625e+12 1.999008e+00 -1.252976e-02
2.737203e+12 1.998966e+00 -1.273058e-02
2.738782e+12 1.998868e+00 -1.290278e-02
2.740360e+12 1.998724e+00 -1.302857e-02
2.741939e+12 1.998552e+00 -1.309506e-02
2.743517e+12 1.998374e+00 -1.309677e-02
2.745096e+12 1.998208e+00 -1.303637e-02
2.746675e+12 1.998073e+00 -1.292336e-02
2.748253e+12 1.997980e+00 -1.277134e-02
2.749832e+12 1.997934e+00 -1.259508e-02
2.751410e+12 1.997937e+00 -1.240839e-02
2.752989e+12 1.997988e+00 -1.222315e-02
2.754567e+12 1.998083e+00 -1.204924e-02
2.756146e+12 1.998217e+00 -1.189504e-02
2.757724e+12 1.998386e+00 -1.176816e-02
2.759303e+12 1.998585e+00 -1.167602e-02
2.760882e+12 1.998808e+00 -1.162623e-02
2.762460e+12 1.999046e+00 -1.162647e-02
2.764039e+12 1.999289e+00 -1.168399e-02
2.765617e+12 1.999732e+00 9.171665e-03
2.767196e+12 1.999730e+00 -1.199149e-02
2.768774e+12 1.999889e+00 -1.224307e-02
2.770353e+12 1.999975e+00 -1.255080e-02
2.771931e+12 1.999963e+00 -1.289538e-02
2.773510e+12 1.999831e+00 -1.324285e-02
2.775088e+12 1.999572e+00 -1.354381e-02
2.776667e+12 1.999205e+00 -1.374160e-02
2.778246e+12 1.998784e+00 -1.379240e-02
2.779824e+12 1.998378e+00 -1.368723e-02
2.781403e+12 1.998053e+00 -1.345692e-02
2.782981e+12 1.997841e+00 -1.315475e-02
2.784560e+12 1.997744e+00 -1.283312e-02
2.786138e+12 1.997744e+00 -1.252993e-02
2.787717e+12 1.997819e+00 -1.226682e-02
2.789295e+12 1.997945e+00 -1.205338e-02
2.790874e+12 1.998107e+00 -1.189227e-02
2.792452e+12 1.998291e+00 -1.178299e-02
2.794031e+12 1.998485e+00 -1.172403e-02
2.795610e+12 1.998681e+00 -1.171394e-02
2.797188e+12 1.998871e+00 -1.175122e-02
2.798767e+12 1.999046e+00 -1.183390e-02
2.800345e+12 1.999197e+00 -1.195868e-02
2.801924e+12 2.000916e+00 9.076380e-03
2.803502e+12 1.999665e+00 9.079156e-03
2.805081e+12 1.999407e+00 -1.251514e-02
2.806659e+12 1.999371e+00 -1.272155e-02
2.808238e+12 1.999278e+00 -1.291059e-02
2.809817e+12 1.999134e+00 -1.306300e-02
2.811395e+12 1.998951e+00 -1.316136e-02
2.812974e+12 1.998751e+00 -1.319372e-02
2.814552e+12 1.998558e+00 -1.315691e-02
2.816131e+12 1.998395e+00 -1.305763e-02
2.817709e+12 1.998281e+00 -1.291090e-02
2.819288e+12 1.998227e+00 -1.273627e-02
2.820866e+12 1.998233e+00 -1.255374e-02
2.822445e+12 1.998297e+00 -1.238070e-02
2.824023e+12 1.998410e+00 -1.223061e-02
2.825602e+12 1.998563e+00 -1.211300e-02
2.827181e+12 1.998744e+00 -1.203426e-02
2.828759e+12 1.998945e+00 -1.199857e-02
2.830338e+12 1.999154e+00 -1.200856e-02
2.831916e+12 1.999361e+00 -1.206546e-02
2.833495e+12 1.999553e+00 -1.216883e-02
2.835073e+12 1.999720e+00 -1.231583e-02
2.836652e+12 1.999846e+00 -1.250021e-02
2.838230e+12 1.999921e+00 -1.271149e-02
2.839809e+12 2.000875e+00 8.993950e-03
2.841387e+12 1.999714e+00 9.002905e-03
2.842966e+12 1.999762e+00 -1.333470e-02
2.844545e+12 1.999588e+00 -1.346736e-02
2.846123e+12 1.999379e+00 -1.352990e-02
2.847702e+12 1.999160e+00 -1.351326e-02
2.849280e+12 1.998958e+00 -1.341971e-02
2.850859e+12 1.998798e+00 -1.326209e-02
2.852437e+12 1.998696e+00 -1.306042e-02
2.854016e+12 1.998657e+00 -1.283705e-02
2.855594e+12 1.998682e+00 -1.261272e-02
2.857173e+12 1.998762e+00 -1.240423e-02
2.858752e+12 1.998889e+00 -1.222385e-02
2.860330e+12 1.999051e+00 -1.207992e-02
2.861909e+12 1.999239e+00 -1.197788e-02
2.863487e+12 1.999442e+00 -1.192136e-02
2.865066e+12 1.999652e+00 -1.191291e-02
2.866644e+12 1.999858e+00 -1.195424e-02
2.868223e+12 2.000048e+00 -1.204599e-02
2.869801e+12 2.000213e+00 -1.218683e-02
2.871380e+12 2.000336e+00 -1.237223e-02
2.872958e+12 2.000404e+00 -1.259312e-02
2.874537e+12 2.000405e+00 -1.283459e-02
2.876116e+12 2.000329e+00 -1.307548e-02
2.877694e+12 2.000840e+00 8.895961e-03
2.879273e+12 1.999719e+00 8.902991e-03
2.880851e+12 1.999686e+00 -1.352905e-02
2.882430e+12 1.999405e+00 -1.351694e-02
2.884008e+12 1.999148e+00 -1.341408e-02
2.885587e+12 1.998945e+00 -1.323707e-02
2.887165e+12 1.998815e+00 -1.301249e-02
2.888744e+12 1.998767e+00 -1.276991e-02
2.890322e+12 1.998797e+00 -1.253616e-02
2.891901e+12 1.998894e+00 -1.233207e-02
2.893480e+12 1.999043e+00 -1.217179e-02
2.895058e+12 1.999229e+00 -1.206370e-02
2.896637e+12 1.999438e+00 -1.201185e-02
2.898215e+12 1.999655e+00 -1.201749e-02
2.899794e+12 1.999868e+00 -1.207996e-02
2.901372e+12 2.000065e+00 -1.219701e-02
2.902951e+12 2.000233e+00 -1.236449e-02
2.904529e+12 2.000359e+00 -1.257545e-02
2.906108e+12 2.000430e+00 -1.281908e-02
2.907687e+12 2.000437e+00 -1.307971e-02
2.909265e+12 2.000370e+00 -1.333665e-02
2.910844e+12 2.000230e+00 -1.356523e-02
2.912422e+12 2.000027e+00 -1.373982e-02
2.914001e+12 1.999782e+00 -1.383839e-02
2.915579e+12 2.000757e+00 8.810737e-03
2.917158e+12 1.999773e+00 8.805303e-03
2.918736e+12 1.999082e+00 -1.360692e-02
2.920315e+12 1.998951e+00 -1.338912e-02
2.921893e+12 1.998900e+00 -1.313844e-02
2.923472e+12 1.998928e+00 -1.287988e-02
2.925051e+12 1.999031e+00 -1.263530e-02
2.926629e+12 1.999197e+00 -1.242191e-02
2.928208e+12 1.999415e+00 -1.225215e-02
2.929786e+12 1.999668e+00 -1.213421e-02
2.931365e+12 1.999945e+00 -1.207296e-02
2.932943e+12 2.000231e+00 -1.207095e-02
2.934522e+12 2.000513e+00 -1.212896e-02
2.936100e+12 2.000777e+00 -1.224618e-02
2.937679e+12 2.001009e+00 -1.241964e-02
2.939257e+12 2.001194e+00 -1.264318e-02
2.940836e+12 2.001315e+00 -1.290615e-02
2.942415e+12 2.001362e+00 -1.319224e-02
2.943993e+12 2.001321e+00 -1.347919e-02
2.945572e+12 2.001192e+00 -1.373996e-02
2.947150e+12 2.000983e+00 -1.394598e-02
2.948729e+12 2.000715e+00 -1.407219e-02
2.950307e+12 2.000415e+00 -1.410262e-02
2.951886e+12 2.000120e+00 -1.403404e-02
2.953464e+12 2.000826e+00 8.703210e-03
2.955043e+12 1.999714e+00 8.694625e-03
2.956622e+12 1.999529e+00 -1.337472e-02
2.958200e+12 1.999477e+00 -1.307983e-02
2.959779e+12 1.999504e+00 -1.278613e-02
2.961357e+12 1.999602e+00 -1.251280e-02
2.962936e+12 1.999762e+00 -1.227585e-02
2.964514e+12 1.999975e+00 -1.208858e-02
2.966093e+12 2.000229e+00 -1.196243e-02
2.967671e+12 2.000509e+00 -1.190758e-02
2.969250e+12 2.000802e+00 -1.193326e-02
2.970828e+12 2.001087e+00 -1.204701e-02
2.972407e+12 2.001338e+00 -1.225241e-02
2.973986e+12 2.001523e+00 -1.254476e-02
2.975564e+12 2.001609e+00 -1.290549e-02
2.977143e+12 2.001565e+00 -1.329771e-02
2.978721e+12 2.001379e+00 -1.366738e-02
2.980300e+12 2.001068e+00 -1.395427e-02
2.981878e+12 2.000676e+00 -1.411124e-02
2.983457e+12 2.000270e+00 -1.412150e-02
2.985035e+12 1.999906e+00 -1.400131e-02
2.986614e+12 1.999624e+00 -1.378745e-02
2.988193e+12 1.999440e+00 -1.352103e-02
2.989771e+12 1.999352e+00 -1.323680e-02
2.991350e+12 2.000819e+00 8.569214e-03
2.992928e+12 1.999706e+00 8.556016e-03
2.994507e+12 1.998609e+00 8.551222e-03
2.996085e+12 1.999736e+00 -1.231688e-02
2.997664e+12 1.999959e+00 -1.218982e-02
2.999242e+12 2.000214e+00 -1.211342e-02
