# Frequency(Hz) n_real k_imag
8.855658e+11 1.993604e+00 -6.940467e-03
8.871443e+11 1.992926e+00 -6.969346e-03
8.887229e+11 1.992309e+00 -6.850668e-03
8.903014e+11 1.991773e+00 -6.616472e-03
8.918800e+11 1.991328e+00 -6.296274e-03
8.934585e+11 1.990976e+00 -5.914537e-03
8.950371e+11 1.990714e+00 -5.489782e-03
8.966156e+11 1.990539e+00 -5.034895e-03
8.981942e+11 1.990449e+00 -4.558202e-03
8.997727e+11 1.990446e+00 -4.064786e-03
9.013513e+11 1.990534e+00 -3.558304e-03
9.029298e+11 1.990727e+00 -3.043202e-03
9.045083e+11 1.991046e+00 -2.528967e-03
9.060869e+11 1.991526e+00 -2.038850e-03
9.076654e+11 1.992215e+00 -1.629361e-03
9.092440e+11 1.993140e+00 -1.425323e-03
9.108225e+11 1.994214e+00 -1.623206e-03
9.124011e+11 1.995145e+00 -2.308955e-03
9.139796e+11 1.995681e+00 -3.287394e-03
9.155582e+11 1.995805e+00 -4.304804e-03
9.171367e+11 1.995610e+00 -5.215470e-03
9.187153e+11 1.995194e+00 -5.954610e-03
9.202938e+11 1.994640e+00 -6.497935e-03
9.218724e+11 1.994018e+00 -6.843800e-03
9.234509e+11 1.993384e+00 -7.006030e-03
9.250295e+11 1.992781e+00 -7.008900e-03
9.266080e+11 1.992239e+00 -6.882100e-03
9.281866e+11 1.991773e+00 -6.655766e-03
9.297651e+11 1.991391e+00 -6.356908e-03
9.313437e+11 1.991093e+00 -6.007240e-03
9.329222e+11 1.990877e+00 -5.622861e-03
9.345008e+11 1.990738e+00 -5.214802e-03
9.360793e+11 1.990674e+00 -4.790159e-03
9.376579e+11 1.990688e+00 -4.353416e-03
9.392364e+11 1.990783e+00 -3.908195e-03
9.408150e+11 1.990971e+00 -3.459349e-03
9.423935e+11 1.991271e+00 -3.016912e-03
9.439721e+11 1.991711e+00 -2.604125e-03
9.455506e+11 1.992324e+00 -2.272391e-03
9.471292e+11 1.993127e+00 -2.125793e-03
9.487077e+11 1.994038e+00 -2.314220e-03
9.502863e+11 1.994831e+00 -2.900901e-03
9.518648e+11 1.995302e+00 -3.741566e-03
9.534434e+11 1.995419e+00 -4.628536e-03
9.550219e+11 1.995252e+00 -5.428358e-03
9.566005e+11 1.994888e+00 -6.077676e-03
9.581790e+11 1.994402e+00 -6.552788e-03
9.597576e+11 1.993857e+00 -6.852788e-03
9.613361e+11 1.993304e+00 -6.991240e-03
9.629146e+11 1.992779e+00 -6.990643e-03
9.644932e+11 1.992309e+00 -6.877419e-03
9.660717e+11 1.991906e+00 -6.677724e-03
9.676503e+11 1.991576e+00 -6.414548e-03
9.692288e+11 1.991320e+00 -6.106314e-03
9.708074e+11 1.991136e+00 -5.766742e-03
9.723859e+11 1.991022e+00 -5.405482e-03
9.739645e+11 1.990976e+00 -5.029108e-03
9.755430e+11 1.991001e+00 -4.642458e-03
9.771216e+11 1.991102e+00 -4.249896e-03
9.787001e+11 1.991289e+00 -3.857754e-03
9.802787e+11 1.991580e+00 -3.477806e-03
9.818572e+11 1.991995e+00 -3.134429e-03
9.834358e+11 1.992560e+00 -2.877195e-03
9.850143e+11 1.993275e+00 -2.796832e-03
9.865929e+11 1.994060e+00 -3.009067e-03
9.881714e+11 1.994730e+00 -3.551965e-03
9.897500e+11 1.995122e+00 -4.306209e-03
9.913285e+11 1.995204e+00 -5.100106e-03
9.929071e+11 1.995035e+00 -5.815192e-03
9.944856e+11 1.994688e+00 -6.391795e-03
9.960642e+11 1.994235e+00 -6.807283e-03
9.976427e+11 1.993733e+00 -7.061776e-03
9.992213e+11 1.993230e+00 -7.169538e-03
1.000800e+12 1.992760e+00 -7.153118e-03
1.002378e+12 1.992342e+00 -7.037931e-03
1.003957e+12 1.991988e+00 -6.848436e-03
1.005535e+12 1.991702e+00 -6.605541e-03
1.007114e+12 1.991483e+00 -6.325637e-03
1.008693e+12 1.991330e+00 -6.020759e-03
1.010271e+12 1.991239e+00 -5.699330e-03
1.011850e+12 1.991210e+00 -5.367249e-03
1.013428e+12 1.991244e+00 -5.029045e-03
1.015007e+12 1.991346e+00 -4.689332e-03
1.016585e+12 1.991524e+00 -4.354841e-03
1.018164e+12 1.991792e+00 -4.037619e-03
1.019742e+12 1.992166e+00 -3.760931e-03
1.021321e+12 1.992661e+00 -3.568666e-03
1.022899e+12 1.993269e+00 -3.533387e-03
1.024478e+12 1.993920e+00 -3.739418e-03
1.026057e+12 1.994470e+00 -4.209714e-03
1.027635e+12 1.994794e+00 -4.854475e-03
1.029214e+12 1.994858e+00 -5.537907e-03
1.030792e+12 1.994704e+00 -6.157595e-03
1.032371e+12 1.994395e+00 -6.658190e-03
1.033949e+12 1.993991e+00 -7.017787e-03
1.035528e+12 1.993546e+00 -7.235761e-03
1.037106e+12 1.993100e+00 -7.324740e-03
1.038685e+12 1.992683e+00 -7.304466e-03
1.040264e+12 1.992313e+00 -7.197170e-03
1.041842e+12 1.991999e+00 -7.024033e-03
1.043421e+12 1.991746e+00 -6.803236e-03
1.044999e+12 1.991554e+00 -6.549245e-03
1.046578e+12 1.991420e+00 -6.272908e-03
1.048156e+12 1.991345e+00 -5.982174e-03
1.049735e+12 1.991325e+00 -5.682974e-03
1.051313e+12 1.991364e+00 -5.380209e-03
1.052892e+12 1.991465e+00 -5.079066e-03
1.054470e+12 1.991635e+00 -4.786731e-03
1.056049e+12 1.991883e+00 -4.515197e-03
1.057628e+12 1.992221e+00 -4.285824e-03
1.059206e+12 1.992657e+00 -4.136256e-03
1.060785e+12 1.993179e+00 -4.124316e-03
1.062363e+12 1.993727e+00 -4.312232e-03
1.063942e+12 1.994190e+00 -4.714881e-03
1.065520e+12 1.994466e+00 -5.263470e-03
1.067099e+12 1.994524e+00 -5.848828e-03
1.068677e+12 1.994394e+00 -6.382461e-03
1.070256e+12 1.994128e+00 -6.813813e-03
1.071835e+12 1.993780e+00 -7.122564e-03
1.073413e+12 1.993396e+00 -7.308028e-03
1.074992e+12 1.993013e+00 -7.381512e-03
1.076570e+12 1.992656e+00 -7.360337e-03
1.078149e+12 1.992339e+00 -7.263673e-03
1.079727e+12 1.992073e+00 -7.109586e-03
1.081306e+12 1.991861e+00 -6.913688e-03
1.082884e+12 1.991703e+00 -6.688527e-03
1.084463e+12 1.991599e+00 -6.443982e-03
1.086041e+12 1.991548e+00 -6.187785e-03
1.087620e+12 1.991551e+00 -5.926349e-03
1.089199e+12 1.991609e+00 -5.665681e-03
1.090777e+12 1.991724e+00 -5.412403e-03
1.092356e+12 1.991902e+00 -5.175546e-03
1.093934e+12 1.992149e+00 -4.968700e-03
1.095513e+12 1.992470e+00 -4.813775e-03
1.097091e+12 1.992864e+00 -4.744994e-03
1.098670e+12 1.993308e+00 -4.807572e-03
1.100248e+12 1.993743e+00 -5.039693e-03
1.101827e+12 1.994078e+00 -5.435462e-03
1.103405e+12 1.994245e+00 -5.929352e-03
1.104984e+12 1.994226e+00 -6.431759e-03
1.106563e+12 1.994052e+00 -6.871335e-03
1.108141e+12 1.993773e+00 -7.208501e-03
1.109720e+12 1.993439e+00 -7.430512e-03
1.111298e+12 1.993091e+00 -7.542623e-03
1.112877e+12 1.992758e+00 -7.560311e-03
1.114455e+12 1.992459e+00 -7.502880e-03
1.116034e+12 1.992204e+00 -7.389452e-03
1.117612e+12 1.991996e+00 -7.236241e-03
1.119191e+12 1.991836e+00 -7.056033e-03
1.120770e+12 1.991720e+00 -6.858215e-03
1.122348e+12 1.991647e+00 -6.649456e-03
1.123927e+12 1.991617e+00 -6.434534e-03
1.125505e+12 1.991627e+00 -6.217159e-03
1.127084e+12 1.991680e+00 -6.000780e-03
1.128662e+12 1.991778e+00 -5.789595e-03
1.130241e+12 1.991926e+00 -5.589928e-03
1.131819e+12 1.992131e+00 -5.412037e-03
1.133398e+12 1.992398e+00 -5.273081e-03
1.134976e+12 1.992729e+00 -5.200313e-03
1.136555e+12 1.993108e+00 -5.230448e-03
1.138134e+12 1.993493e+00 -5.398264e-03
1.139712e+12 1.993814e+00 -5.709521e-03
1.141291e+12 1.994007e+00 -6.122829e-03
1.142869e+12 1.994045e+00 -6.568260e-03
1.144448e+12 1.993941e+00 -6.981462e-03
1.146026e+12 1.993729e+00 -7.320356e-03
1.147605e+12 1.993451e+00 -7.565152e-03
1.149183e+12 1.993142e+00 -7.712503e-03
1.150762e+12 1.992833e+00 -7.769689e-03
1.152340e+12 1.992545e+00 -7.750042e-03
1.153919e+12 1.992291e+00 -7.669157e-03
1.155498e+12 1.992081e+00 -7.542511e-03
1.157076e+12 1.991917e+00 -7.384016e-03
1.158655e+12 1.991799e+00 -7.205369e-03
1.160233e+12 1.991726e+00 -7.016058e-03
1.161812e+12 1.991697e+00 -6.823659e-03
1.163390e+12 1.991709e+00 -6.634281e-03
1.164969e+12 1.991760e+00 -6.453223e-03
1.166547e+12 1.991850e+00 -6.285553e-03
1.168126e+12 1.991978e+00 -6.137205e-03
1.169705e+12 1.992145e+00 -6.016117e-03
1.171283e+12 1.992350e+00 -5.933892e-03
1.172862e+12 1.992589e+00 -5.906624e-03
1.174440e+12 1.992846e+00 -5.953424e-03
1.176019e+12 1.993091e+00 -6.088810e-03
1.177597e+12 1.993286e+00 -6.309842e-03
1.179176e+12 1.993394e+00 -6.588673e-03
1.180754e+12 1.993401e+00 -6.881876e-03
1.182333e+12 1.993315e+00 -7.148553e-03
1.183911e+12 1.993162e+00 -7.361752e-03
1.185490e+12 1.992968e+00 -7.509731e-03
1.187069e+12 1.992758e+00 -7.592259e-03
1.188647e+12 1.992552e+00 -7.615811e-03
1.190226e+12 1.992362e+00 -7.589912e-03
1.191804e+12 1.992196e+00 -7.524686e-03
1.193383e+12 1.992058e+00 -7.429531e-03
1.194961e+12 1.991950e+00 -7.312538e-03
1.196540e+12 1.991874e+00 -7.180477e-03
1.198118e+12 1.991829e+00 -7.038962e-03
1.199697e+12 1.991816e+00 -6.892821e-03
1.201275e+12 1.991834e+00 -6.746374e-03
1.202854e+12 1.991884e+00 -6.603960e-03
1.204433e+12 1.991967e+00 -6.470382e-03
1.206011e+12 1.992084e+00 -6.351779e-03
1.207590e+12 1.992236e+00 -6.256456e-03
1.209168e+12 1.992423e+00 -6.196192e-03
1.210747e+12 1.992639e+00 -6.186577e-03
1.212325e+12 1.992870e+00 -6.245040e-03
1.213904e+12 1.993088e+00 -6.383761e-03
1.215482e+12 1.993256e+00 -6.598752e-03
1.217061e+12 1.993343e+00 -6.863965e-03
1.218640e+12 1.993336e+00 -7.139507e-03
1.220218e+12 1.993244e+00 -7.387474e-03
1.221797e+12 1.993089e+00 -7.582491e-03
1.223375e+12 1.992899e+00 -7.713705e-03
1.224954e+12 1.992699e+00 -7.781541e-03
1.226532e+12 1.992505e+00 -7.793430e-03
1.228111e+12 1.992330e+00 -7.759856e-03
1.229689e+12 1.992182e+00 -7.691743e-03
1.231268e+12 1.992063e+00 -7.598982e-03
1.232846e+12 1.991974e+00 -7.489795e-03
1.234425e+12 1.991914e+00 -7.370706e-03
1.236004e+12 1.991883e+00 -7.246787e-03
1.237582e+12 1.991878e+00 -7.122048e-03
1.239161e+12 1.991900e+00 -6.999856e-03
1.240739e+12 1.991948e+00 -6.883392e-03
1.242318e+12 1.992023e+00 -6.776243e-03
1.243896e+12 1.992124e+00 -6.683005e-03
1.245475e+12 1.992254e+00 -6.610147e-03
1.247053e+12 1.992410e+00 -6.566926e-03
1.248632e+12 1.992588e+00 -6.565374e-03
1.250210e+12 1.992776e+00 -6.618807e-03
1.251789e+12 1.992954e+00 -6.736429e-03
1.253368e+12 1.993093e+00 -6.915485e-03
1.254946e+12 1.993166e+00 -7.136527e-03
1.256525e+12 1.993163e+00 -7.368451e-03
1.258103e+12 1.993088e+00 -7.579979e-03
1.259682e+12 1.992958e+00 -7.748793e-03
1.261260e+12 1.992798e+00 -7.864309e-03
1.262839e+12 1.992625e+00 -7.925732e-03
1.264417e+12 1.992458e+00 -7.938594e-03
1.265996e+12 1.992307e+00 -7.911764e-03
1.267575e+12 1.992178e+00 -7.854598e-03
1.269153e+12 1.992074e+00 -7.775737e-03
1.270732e+12 1.991997e+00 -7.682462e-03
1.272310e+12 1.991944e+00 -7.580549e-03
1.273889e+12 1.991916e+00 -7.474413e-03
1.275467e+12 1.991911e+00 -7.367548e-03
1.277046e+12 1.991929e+00 -7.262841e-03
1.278624e+12 1.991969e+00 -7.162997e-03
1.280203e+12 1.992032e+00 -7.071146e-03
1.281781e+12 1.992117e+00 -6.991296e-03
1.283360e+12 1.992226e+00 -6.929077e-03
1.284939e+12 1.992357e+00 -6.892316e-03
1.286517e+12 1.992507e+00 -6.890911e-03
1.288096e+12 1.992663e+00 -6.935515e-03
1.289674e+12 1.992810e+00 -7.033186e-03
1.291253e+12 1.992924e+00 -7.181376e-03
1.292831e+12 1.992984e+00 -7.364338e-03
1.294410e+12 1.992980e+00 -7.556402e-03
1.295988e+12 1.992914e+00 -7.730991e-03
1.297567e+12 1.992803e+00 -7.868520e-03
1.299146e+12 1.992665e+00 -7.959495e-03
1.300724e+12 1.992520e+00 -8.003282e-03
1.302303e+12 1.992381e+00 -8.005349e-03
1.303881e+12 1.992257e+00 -7.973973e-03
1.305460e+12 1.992155e+00 -7.917969e-03
1.307038e+12 1.992076e+00 -7.845390e-03
1.308617e+12 1.992020e+00 -7.762753e-03
1.310195e+12 1.991987e+00 -7.675082e-03
1.311774e+12 1.991974e+00 -7.586131e-03
1.313352e+12 1.991980e+00 -7.498721e-03
1.314931e+12 1.992005e+00 -7.415175e-03
1.316510e+12 1.992048e+00 -7.337746e-03
1.318088e+12 1.992109e+00 -7.269074e-03
1.319667e+12 1.992188e+00 -7.212659e-03
1.321245e+12 1.992284e+00 -7.173293e-03
1.322824e+12 1.992396e+00 -7.157387e-03
1.324402e+12 1.992519e+00 -7.172583e-03
1.325981e+12 1.992643e+00 -7.226095e-03
1.327559e+12 1.992753e+00 -7.321407e-03
1.329138e+12 1.992831e+00 -7.453840e-03
1.330716e+12 1.992862e+00 -7.608689e-03
1.332295e+12 1.992840e+00 -7.764432e-03
1.333874e+12 1.992771e+00 -7.899903e-03
1.335452e+12 1.992668e+00 -8.000334e-03
1.337031e+12 1.992549e+00 -8.059762e-03
1.338609e+12 1.992429e+00 -8.079787e-03
1.340188e+12 1.992320e+00 -8.066687e-03
1.341766e+12 1.992228e+00 -8.028656e-03
1.343345e+12 1.992156e+00 -7.973730e-03
1.344923e+12 1.992105e+00 -7.908599e-03
1.346502e+12 1.992073e+00 -7.838387e-03
1.348081e+12 1.992060e+00 -7.766765e-03
1.349659e+12 1.992063e+00 -7.696295e-03
1.351238e+12 1.992081e+00 -7.628884e-03
1.352816e+12 1.992114e+00 -7.566198e-03
1.354395e+12 1.992162e+00 -7.510063e-03
1.355973e+12 1.992224e+00 -7.462852e-03
1.357552e+12 1.992301e+00 -7.427853e-03
1.359130e+12 1.992391e+00 -7.409507e-03
1.360709e+12 1.992492e+00 -7.413462e-03
1.362287e+12 1.992599e+00 -7.445927e-03
1.363866e+12 1.992702e+00 -7.511879e-03
1.365445e+12 1.992787e+00 -7.612203e-03
1.367023e+12 1.992840e+00 -7.740366e-03
1.368602e+12 1.992849e+00 -7.881809e-03
1.370180e+12 1.992813e+00 -8.017438e-03
1.371759e+12 1.992739e+00 -8.129695e-03
1.373337e+12 1.992640e+00 -8.207489e-03
1.374916e+12 1.992532e+00 -8.247722e-03
1.376494e+12 1.992428e+00 -8.253841e-03
1.378073e+12 1.992338e+00 -8.232983e-03
1.379651e+12 1.992266e+00 -8.193334e-03
1.381230e+12 1.992213e+00 -8.142240e-03
1.382809e+12 1.992179e+00 -8.085428e-03
1.384387e+12 1.992162e+00 -8.027014e-03
1.385966e+12 1.992160e+00 -7.969730e-03
1.387544e+12 1.992172e+00 -7.915438e-03
1.389123e+12 1.992197e+00 -7.865616e-03
1.390701e+12 1.992233e+00 -7.821749e-03
1.392280e+12 1.992282e+00 -7.785731e-03
1.393858e+12 1.992342e+00 -7.760137e-03
1.395437e+12 1.992413e+00 -7.748526e-03
1.397016e+12 1.992494e+00 -7.755390e-03
1.398594e+12 1.992579e+00 -7.785818e-03
1.400173e+12 1.992662e+00 -7.844450e-03
1.401751e+12 1.992731e+00 -7.933323e-03
1.403330e+12 1.992774e+00 -8.049085e-03
1.404908e+12 1.992778e+00 -8.180914e-03
1.406487e+12 1.992737e+00 -8.311543e-03
1.408065e+12 1.992654e+00 -8.421757e-03
1.409644e+12 1.992542e+00 -8.496463e-03
1.411222e+12 1.992418e+00 -8.528817e-03
1.412801e+12 1.992300e+00 -8.520934e-03
1.414380e+12 1.992200e+00 -8.481348e-03
1.415958e+12 1.992125e+00 -8.421319e-03
1.417537e+12 1.992076e+00 -8.351802e-03
1.419115e+12 1.992051e+00 -8.281157e-03
1.420694e+12 1.992044e+00 -8.214992e-03
1.422272e+12 1.992053e+00 -8.156372e-03
1.423851e+12 1.992073e+00 -8.106561e-03
1.425429e+12 1.992101e+00 -8.065755e-03
1.427008e+12 1.992134e+00 -8.033685e-03
1.428586e+12 1.992173e+00 -8.010066e-03
1.430165e+12 1.992215e+00 -7.994824e-03
1.431744e+12 1.992260e+00 -7.988402e-03
1.433322e+12 1.992308e+00 -7.991703e-03
1.434901e+12 1.992356e+00 -8.006123e-03
1.436479e+12 1.992402e+00 -8.033032e-03
1.438058e+12 1.992442e+00 -8.073414e-03
1.439636e+12 1.992472e+00 -8.126582e-03
1.441215e+12 1.992486e+00 -8.189303e-03
1.442793e+12 1.992480e+00 -8.255200e-03
1.444372e+12 1.992451e+00 -8.315505e-03
1.445951e+12 1.992405e+00 -8.361470e-03
1.447529e+12 1.992349e+00 -8.387069e-03
1.449108e+12 1.992292e+00 -8.390758e-03
1.450686e+12 1.992242e+00 -8.375311e-03
1.452265e+12 1.992206e+00 -8.346253e-03
1.453843e+12 1.992184e+00 -8.309918e-03
1.455422e+12 1.992177e+00 -8.271786e-03
1.457000e+12 1.992182e+00 -8.235977e-03
1.458579e+12 1.992197e+00 -8.205133e-03
1.460157e+12 1.992220e+00 -8.180611e-03
1.461736e+12 1.992249e+00 -8.163085e-03
1.463315e+12 1.992282e+00 -8.152731e-03
1.464893e+12 1.992317e+00 -8.149595e-03
1.466472e+12 1.992353e+00 -8.153758e-03
1.468050e+12 1.992390e+00 -8.165415e-03
1.469629e+12 1.992425e+00 -8.184911e-03
1.471207e+12 1.992458e+00 -8.212634e-03
1.472786e+12 1.992487e+00 -8.248802e-03
1.474364e+12 1.992508e+00 -8.292993e-03
1.475943e+12 1.992519e+00 -8.343743e-03
1.477521e+12 1.992515e+00 -8.397815e-03
1.479100e+12 1.992496e+00 -8.450190e-03
1.480679e+12 1.992462e+00 -8.494441e-03
1.482257e+12 1.992416e+00 -8.524368e-03
1.483836e+12 1.992365e+00 -8.535854e-03
1.485414e+12 1.992316e+00 -8.528375e-03
1.486993e+12 1.992277e+00 -8.505168e-03
1.488571e+12 1.992252e+00 -8.471921e-03
1.490150e+12 1.992243e+00 -8.434976e-03
1.491728e+12 1.992247e+00 -8.399725e-03
1.493307e+12 1.992264e+00 -8.369943e-03
1.494886e+12 1.992288e+00 -8.347751e-03
1.496464e+12 1.992318e+00 -8.334037e-03
1.498043e+12 1.992350e+00 -8.328896e-03
1.499621e+12 1.992384e+00 -8.332022e-03
1.501200e+12 1.992417e+00 -8.342954e-03
1.502778e+12 1.992448e+00 -8.361249e-03
1.504357e+12 1.992476e+00 -8.386485e-03
1.505935e+12 1.992500e+00 -8.418294e-03
1.507514e+12 1.992518e+00 -8.456163e-03
1.509092e+12 1.992528e+00 -8.499281e-03
1.510671e+12 1.992529e+00 -8.546286e-03
1.512250e+12 1.992518e+00 -8.594881e-03
1.513828e+12 1.992495e+00 -8.641706e-03
1.515407e+12 1.992458e+00 -8.682153e-03
1.516985e+12 1.992410e+00 -8.711011e-03
1.518564e+12 1.992355e+00 -8.723551e-03
1.520142e+12 1.992298e+00 -8.716997e-03
1.521721e+12 1.992249e+00 -8.691819e-03
1.523299e+12 1.992213e+00 -8.652039e-03
1.524878e+12 1.992195e+00 -8.604201e-03
1.526456e+12 1.992195e+00 -8.555541e-03
1.528035e+12 1.992211e+00 -8.512088e-03
1.529614e+12 1.992240e+00 -8.477902e-03
1.531192e+12 1.992277e+00 -8.454893e-03
1.532771e+12 1.992318e+00 -8.443424e-03
1.534349e+12 1.992359e+00 -8.442952e-03
1.535928e+12 1.992400e+00 -8.452463e-03
1.537506e+12 1.992438e+00 -8.470859e-03
1.539085e+12 1.992472e+00 -8.497111e-03
1.540663e+12 1.992500e+00 -8.530227e-03
1.542242e+12 1.992523e+00 -8.569221e-03
1.543821e+12 1.992537e+00 -8.613025e-03
1.545399e+12 1.992542e+00 -8.660291e-03
1.546978e+12 1.992537e+00 -8.709212e-03
1.548556e+12 1.992521e+00 -8.757290e-03
1.550135e+12 1.992492e+00 -8.801233e-03
1.551713e+12 1.992451e+00 -8.836955e-03
1.553292e+12 1.992401e+00 -8.859964e-03
1.554870e+12 1.992345e+00 -8.866189e-03
1.556449e+12 1.992289e+00 -8.853219e-03
1.558027e+12 1.992242e+00 -8.821414e-03
1.559606e+12 1.992209e+00 -8.774523e-03
1.561185e+12 1.992195e+00 -8.719167e-03
1.562763e+12 1.992203e+00 -8.663213e-03
1.564342e+12 1.992228e+00 -8.613827e-03
1.565920e+12 1.992267e+00 -8.575848e-03
1.567499e+12 1.992315e+00 -8.551626e-03
1.569077e+12 1.992366e+00 -8.541330e-03
1.570656e+12 1.992417e+00 -8.543891e-03
1.572234e+12 1.992465e+00 -8.557640e-03
1.573813e+12 1.992508e+00 -8.580770e-03
1.575392e+12 1.992545e+00 -8.611581e-03
1.576970e+12 1.992576e+00 -8.648547e-03
1.578549e+12 1.992598e+00 -8.690240e-03
1.580127e+12 1.992613e+00 -8.735288e-03
1.581706e+12 1.992618e+00 -8.782205e-03
1.583284e+12 1.992614e+00 -8.829328e-03
1.584863e+12 1.992599e+00 -8.874608e-03
1.586441e+12 1.992575e+00 -8.915546e-03
1.588020e+12 1.992540e+00 -8.949175e-03
1.589598e+12 1.992497e+00 -8.972259e-03
1.591177e+12 1.992449e+00 -8.981704e-03
1.592756e+12 1.992401e+00 -8.975226e-03
1.594334e+12 1.992356e+00 -8.952329e-03
1.595913e+12 1.992323e+00 -8.914997e-03
1.597491e+12 1.992306e+00 -8.867798e-03
1.599070e+12 1.992306e+00 -8.817211e-03
1.600648e+12 1.992325e+00 -8.770090e-03
1.602227e+12 1.992358e+00 -8.732087e-03
1.603805e+12 1.992402e+00 -8.706668e-03
1.605384e+12 1.992450e+00 -8.695072e-03
1.606962e+12 1.992499e+00 -8.696811e-03
1.608541e+12 1.992546e+00 -8.710525e-03
1.610120e+12 1.992588e+00 -8.734376e-03
1.611698e+12 1.992624e+00 -8.766538e-03
1.613277e+12 1.992652e+00 -8.805242e-03
1.614855e+12 1.992672e+00 -8.848823e-03
1.616434e+12 1.992683e+00 -8.895648e-03
1.618012e+12 1.992685e+00 -8.944021e-03
1.619591e+12 1.992676e+00 -8.992058e-03
1.621169e+12 1.992657e+00 -9.037585e-03
1.622748e+12 1.992629e+00 -9.078082e-03
1.624327e+12 1.992590e+00 -9.110655e-03
1.625905e+12 1.992544e+00 -9.132246e-03
1.627484e+12 1.992493e+00 -9.139865e-03
1.629062e+12 1.992442e+00 -9.131270e-03
1.630641e+12 1.992396e+00 -9.105757e-03
1.632219e+12 1.992360e+00 -9.064808e-03
1.633798e+12 1.992342e+00 -9.012648e-03
1.635376e+12 1.992343e+00 -8.955761e-03
1.636955e+12 1.992365e+00 -8.901725e-03
1.638533e+12 1.992405e+00 -8.857399e-03
1.640112e+12 1.992458e+00 -8.827436e-03
1.641691e+12 1.992518e+00 -8.813699e-03
1.643269e+12 1.992579e+00 -8.815650e-03
1.644848e+12 1.992637e+00 -8.831387e-03
1.646426e+12 1.992692e+00 -8.858430e-03
1.648005e+12 1.992740e+00 -8.894518e-03
1.649583e+12 1.992782e+00 -8.937838e-03
1.651162e+12 1.992818e+00 -8.987175e-03
1.652740e+12 1.992848e+00 -9.041914e-03
1.654319e+12 1.992872e+00 -9.101969e-03
1.655897e+12 1.992888e+00 -9.167599e-03
1.657476e+12 1.992897e+00 -9.239169e-03
1.659055e+12 1.992895e+00 -9.316797e-03
1.660633e+12 1.992879e+00 -9.399722e-03
1.662212e+12 1.992845e+00 -9.485711e-03
1.663790e+12 1.992790e+00 -9.570074e-03
1.665369e+12 1.992709e+00 -9.645439e-03
1.666947e+12 1.992604e+00 -9.701785e-03
1.668526e+12 1.992480e+00 -9.728195e-03
1.670104e+12 1.992347e+00 -9.715558e-03
1.671683e+12 1.992221e+00 -9.660063e-03
1.673262e+12 1.992120e+00 -9.565708e-03
1.674840e+12 1.992056e+00 -9.444508e-03
1.676419e+12 1.992038e+00 -9.313719e-03
1.677997e+12 1.992062e+00 -9.191133e-03
1.679576e+12 1.992120e+00 -9.090462e-03
1.681154e+12 1.992198e+00 -9.018903e-03
1.682733e+12 1.992285e+00 -8.977421e-03
1.684311e+12 1.992371e+00 -8.962757e-03
1.685890e+12 1.992449e+00 -8.969514e-03
1.687468e+12 1.992515e+00 -8.991900e-03
1.689047e+12 1.992569e+00 -9.024634e-03
1.690626e+12 1.992610e+00 -9.063399e-03
1.692204e+12 1.992640e+00 -9.104923e-03
1.693783e+12 1.992661e+00 -9.146964e-03
1.695361e+12 1.992673e+00 -9.188185e-03
1.696940e+12 1.992679e+00 -9.228013e-03
1.698518e+12 1.992680e+00 -9.266451e-03
1.700097e+12 1.992675e+00 -9.303749e-03
1.701675e+12 1.992664e+00 -9.340142e-03
1.703254e+12 1.992647e+00 -9.375278e-03
1.704832e+12 1.992622e+00 -9.407752e-03
1.706411e+12 1.992588e+00 -9.434850e-03
1.707990e+12 1.992546e+00 -9.452534e-03
1.709568e+12 1.992498e+00 -9.456423e-03
1.711147e+12 1.992449e+00 -9.443236e-03
1.712725e+12 1.992408e+00 -9.412502e-03
1.714304e+12 1.992381e+00 -9.367572e-03
1.715882e+12 1.992373e+00 -9.315272e-03
1.717461e+12 1.992387e+00 -9.264110e-03
1.719039e+12 1.992418e+00 -9.222205e-03
1.720618e+12 1.992464e+00 -9.195265e-03
1.722197e+12 1.992515e+00 -9.186068e-03
1.723775e+12 1.992566e+00 -9.194509e-03
1.725354e+12 1.992611e+00 -9.218463e-03
1.726932e+12 1.992646e+00 -9.254569e-03
1.728511e+12 1.992670e+00 -9.298969e-03
1.730089e+12 1.992681e+00 -9.347757e-03
1.731668e+12 1.992678e+00 -9.397307e-03
1.733246e+12 1.992663e+00 -9.444325e-03
1.734825e+12 1.992637e+00 -9.485898e-03
1.736403e+12 1.992600e+00 -9.519437e-03
1.737982e+12 1.992556e+00 -9.542589e-03
1.739561e+12 1.992505e+00 -9.553317e-03
1.741139e+12 1.992453e+00 -9.549906e-03
1.742718e+12 1.992402e+00 -9.531180e-03
1.744296e+12 1.992356e+00 -9.496974e-03
1.745875e+12 1.992321e+00 -9.448501e-03
1.747453e+12 1.992301e+00 -9.388795e-03
1.749032e+12 1.992300e+00 -9.322790e-03
1.750610e+12 1.992319e+00 -9.256819e-03
1.752189e+12 1.992358e+00 -9.197552e-03
1.753767e+12 1.992414e+00 -9.150762e-03
1.755346e+12 1.992480e+00 -9.120310e-03
1.756925e+12 1.992552e+00 -9.107872e-03
1.758503e+12 1.992624e+00 -9.113225e-03
1.760082e+12 1.992693e+00 -9.134808e-03
1.761660e+12 1.992754e+00 -9.170298e-03
1.763239e+12 1.992805e+00 -9.217083e-03
1.764817e+12 1.992845e+00 -9.272490e-03
1.766396e+12 1.992872e+00 -9.333871e-03
