Time_ps,Signal
50.0244140625,
50.0732421875,
50.1220703125,
50.1708984375,
50.2197265625,
50.2685546875,
50.3173828125,
50.3662109375,
50.4150390625,
50.4638671875,
50.5126953125,
50.5615234375,
50.6103515625,
50.6591796875,
50.7080078125,
50.7568359375,
50.8056640625,
50.8544921875,
50.9033203125,
50.9521484375,
51.0009765625,
51.0498046875,
51.0986328125,
51.1474609375,
51.1962890625,-115.49534158773332
51.2451171875,-113.9625124235937
51.2939453125,-115.01049931154014
51.3427734375,-112.16237135435556
51.3916015625,-111.71966556946087
51.4404296875,-113.12990627346284
51.4892578125,-112.63201626907912
51.5380859375,-112.38361800689479
51.5869140625,-111.63744395807272
51.6357421875,-111.81762911388104
51.6845703125,-112.26087595513886
51.7333984375,-111.54909148524838
51.7822265625,-111.48179725433847
51.8310546875,-112.47881618106271
51.8798828125,-112.99701392806196
51.9287109375,-111.49540562531168
51.9775390625,-113.36983796427492
52.0263671875,-110.05802683895463
52.0751953125,-113.49548311024533
52.1240234375,-112.66393539997709
52.1728515625,-113.31754880911318
52.2216796875,-112.62781273403087
52.2705078125,-112.90559864790247
52.3193359375,-112.22642124459801
52.3681640625,-111.42583720431576
52.4169921875,-110.52715764878137
52.4658203125,-112.74424169887597
52.5146484375,-113.25034632839488
52.5634765625,-111.83395896010285
52.6123046875,-112.41643984662862
52.6611328125,-111.9239784321051
52.7099609375,-112.4383127250916
52.7587890625,-111.99827732891156
52.8076171875,-111.15037688465499
52.8564453125,-111.0680489874761
52.9052734375,-110.69560008137758
52.9541015625,-114.03489893183254
53.0029296875,-111.74092012911053
53.0517578125,-112.94209404083169
53.1005859375,-114.35484827196291
53.1494140625,-114.00730415356236
53.1982421875,-114.07011042823919
53.2470703125,-110.9660152773692
53.2958984375,-112.23148723797327
53.3447265625,-114.1255784106187
53.3935546875,-116.31517914972119
53.4423828125,-114.33658488636597
53.4912109375,-118.03090635391526
53.5400390625,-118.75377367881168
53.5888671875,-115.02508081075177
53.6376953125,-116.69962348883803
53.6865234375,-117.76856902568414
53.7353515625,-117.42918014063292
53.7841796875,-117.68770955697796
53.8330078125,-116.82883678603427
53.8818359375,-118.74901670448001
53.9306640625,-117.28169220528305
53.9794921875,-118.5507151866284
54.0283203125,-122.5795466526975
54.0771484375,-120.77802596558477
54.1259765625,-117.95575791676104
54.1748046875,-119.26470728103318
54.2236328125,-118.29041415335777
54.2724609375,-117.934718285498
54.3212890625,-120.22153322596819
54.3701171875,-120.02053121100357
54.4189453125,-113.30976028469527
54.4677734375,-114.59482337254376
54.5166015625,-110.76199275861003
54.5654296875,-110.12464310266037
54.6142578125,-108.4290664807679
54.6630859375,-107.5386414791728
54.7119140625,-108.56726491212079
54.7607421875,-107.84892162915834
54.8095703125,-111.19987586270845
54.8583984375,-108.56277972668533
54.9072265625,-109.78023207755729
54.9560546875,-110.10161537207064
55.0048828125,-113.21648460660586
55.0537109375,-115.3415328009823
55.1025390625,-115.1757095842187
55.1513671875,-120.24111100989082
55.2001953125,-122.21165456255035
55.2490234375,-121.12547597153296
55.2978515625,-123.182896703666
55.3466796875,-126.38050099417215
55.3955078125,-131.63031217132203
55.4443359375,-132.21387555089842
55.4931640625,-134.87078651357072
55.5419921875,-138.51033516005788
55.5908203125,-139.35001255317763
55.6396484375,-140.22514819228408
55.6884765625,-140.53164421128542
55.7373046875,-142.40643650334394
55.7861328125,-144.1140161789429
55.8349609375,-142.71554364321673
55.8837890625,-139.90248053453234
55.9326171875,-144.20655307032152
55.9814453125,-137.40793111639624
56.0302734375,-132.51662030552112
56.0791015625,-128.4991247876761
56.1279296875,-119.15943486930365
56.1767578125,-110.13852628892138
56.2255859375,-97.77478708094257
56.2744140625,-83.42342491309289
56.3232421875,-69.50833878115452
56.3720703125,-52.449601439531065
56.4208984375,-36.32905367395448
56.4697265625,-21.22567099491612
56.5185546875,-8.890920119347806
56.5673828125,0.965246164059863
56.6162109375,10.888656681609774
56.6650390625,13.964789589257594
56.7138671875,14.747756123717402
56.7626953125,13.646022065310222
56.8115234375,9.459873461876882
56.8603515625,4.584122170708801
56.9091796875,-2.279036663502729
56.9580078125,-4.0848463477054615
57.0068359375,-12.832319656977752
57.0556640625,-22.054161405517192
57.1044921875,-30.34137653754208
57.1533203125,-38.92280950853731
57.2021484375,-46.71130924713845
57.2509765625,-53.71450900373322
57.2998046875,-59.54794548917808
57.3486328125,-66.90494623917867
57.3974609375,-72.11623445766006
57.4462890625,-78.61092911032449
57.4951171875,-84.8396255881897
57.5439453125,-89.0273078506678
57.5927734375,-95.88458995178745
57.6416015625,-99.29326481113384
57.6904296875,-101.03342078360272
57.7392578125,-105.11661047285979
57.7880859375,-109.89307791497657
57.8369140625,-113.86363119101483
57.8857421875,-113.98295142894871
57.9345703125,-114.38335887096108
57.9833984375,-119.52971324430074
58.0322265625,-120.63245304528053
58.0810546875,-121.77216722082726
58.1298828125,-125.55988426179464
58.1787109375,-129.39702036286434
58.2275390625,-126.10628922156349
58.2763671875,-127.55201059663439
58.3251953125,-126.17025273664176
58.3740234375,-123.85573177334737
58.4228515625,-123.2169102568651
58.4716796875,-118.89869661739834
58.5205078125,-118.79449920109684
58.5693359375,-119.98307328079811
58.6181640625,-118.7630588172547
58.6669921875,-116.51660716004984
58.7158203125,-113.65472741415074
58.7646484375,-116.20816877843522
58.8134765625,-116.20909800842462
58.8623046875,-114.68082808296512
58.9111328125,-117.00598691918434
58.9599609375,-116.45689954945111
59.0087890625,-115.50629704537296
59.0576171875,-114.30196389967442
59.1064453125,-115.47387099002076
59.1552734375,-113.55112006576331
59.2041015625,-116.57930018041785
59.2529296875,-115.55570164751583
59.3017578125,-116.53207593824932
59.3505859375,-117.0605512249763
59.3994140625,-113.73010425292853
59.4482421875,-112.46872799932662
59.4970703125,-115.949553229641
59.5458984375,-116.90417166185183
59.5947265625,-112.05001801569267
59.6435546875,-113.92945887363446
59.6923828125,-114.22666965632281
59.7412109375,-114.20978160312626
59.7900390625,-117.76089420813923
59.8388671875,-115.61387320163153
59.8876953125,-118.51715875195664
59.9365234375,-116.57177078438396
59.9853515625,-118.75599451107855
60.0341796875,-121.21468017421817
60.0830078125,-124.70923280144959
60.1318359375,-124.28597256419742
60.1806640625,-122.56310003647302
60.2294921875,-124.84751083651206
60.2783203125,-126.26102956356578
60.3271484375,-127.16912955240484
60.3759765625,-128.36059802752297
60.4248046875,-128.9305761123712
60.4736328125,-129.8988085806166
60.5224609375,-131.73575424547488
60.5712890625,-132.32232363916222
60.6201171875,-133.51137146942122
60.6689453125,-134.74194172508007
60.7177734375,-136.0665785240258
60.7666015625,-139.53389370833395
60.8154296875,-139.94905755174105
60.8642578125,-139.49582501759258
60.9130859375,-144.3220574017618
60.9619140625,-146.24569688585478
61.0107421875,-148.1831478265601
61.0595703125,-149.30678740163313
61.1083984375,-152.69468488874202
61.1572265625,-155.78889336724419
61.2060546875,-160.22263285384525
61.2548828125,-162.27600845011796
61.3037109375,-166.8369431732092
61.3525390625,-169.23017290931423
61.4013671875,-173.85279091945583
61.4501953125,-178.95249968564548
61.4990234375,-183.92725109483882
61.5478515625,-189.89916401212182
61.5966796875,-192.62997278001652
61.6455078125,-199.70412741801786
61.6943359375,-206.39851078639103
61.7431640625,-207.49990825891092
61.7919921875,-217.55326347412102
61.8408203125,-226.16757047707085
61.8896484375,-233.72518798382822
61.9384765625,-238.96348201812086
61.9873046875,-246.810317025078
62.0361328125,-252.9611092612666
62.0849609375,-264.0013990760445
62.1337890625,-270.71830958608365
62.1826171875,-275.811148788814
62.2314453125,-287.1233096642047
62.2802734375,-300.01276927557166
62.3291015625,-307.8241749311897
62.3779296875,-317.63695839041435
62.4267578125,-327.9616295153238
62.4755859375,-336.7508261340398
62.5244140625,-351.9415111167354
62.5732421875,-360.7982507445807
62.6220703125,-375.4870904093539
62.6708984375,-385.4458738579225
62.7197265625,-406.06133137222827
62.7685546875,-415.0049873547632
62.8173828125,-427.4291706858653
62.8662109375,-445.9983718124892
62.9150390625,-458.9590759082905
62.9638671875,-470.0168762635768
63.0126953125,-487.7235427597294
63.0615234375,-501.9132065068062
63.1103515625,-515.6739825404877
63.1591796875,-526.8314635811669
63.2080078125,-546.9205399616476
63.2568359375,-559.2927033807512
63.3056640625,-574.2723780793724
63.3544921875,-586.1400497268758
63.4033203125,-598.8918931082687
63.4521484375,-610.3954581177545
63.5009765625,-623.9743179820216
63.5498046875,-634.4740318955152
63.5986328125,-646.932393616743
63.6474609375,-655.0594341875928
63.6962890625,-662.7753703782672
63.7451171875,-666.8172380362581
63.7939453125,-672.6604654397025
63.8427734375,-672.8692807898458
63.8916015625,-674.1459095271946
63.9404296875,-665.2527948624456
63.9892578125,-662.3532761802046
64.0380859375,-650.3011556039512
64.0869140625,-640.8489354267031
64.1357421875,-621.9464668849279
64.1845703125,-599.347910703374
64.2333984375,-570.5023329729235
64.2822265625,-537.3800352192601
64.3310546875,-493.6604357787775
64.3798828125,-441.5778712532705
64.4287109375,-381.418561120455
64.4775390625,-310.70533090904524
64.5263671875,-221.73839040892273
64.5751953125,-119.94412416008286
64.6240234375,-2.506994247703486
64.6728515625,139.59848946125646
64.7216796875,293.1242788609308
64.7705078125,469.6636043880711
64.8193359375,667.656448414287
64.8681640625,884.3805389287351
64.9169921875,1111.5541200556504
64.9658203125,1349.6215076887365
65.0146484375,1579.4226878827521
65.0634765625,1792.9855754126374
65.1123046875,1978.7502018298276
65.1611328125,2120.632478370771
65.2099609375,2214.0306437176896
65.2587890625,2252.326869919081
65.3076171875,2240.52903114286
65.3564453125,2176.4242183883684
65.4052734375,2074.7512155733602
65.4541015625,1938.9618237589955
65.5029296875,1790.6174542885717
65.5517578125,1628.9974630680456
65.6005859375,1462.3312773175273
65.6494140625,1297.9432253953923
65.6982421875,1133.5247039515336
65.7470703125,976.6293590836206
65.7958984375,825.8571720215017
65.8447265625,682.9558879399615
65.8935546875,545.9762849001143
65.9423828125,419.42069908525445
65.9912109375,305.2592322971808
66.0400390625,198.705788107201
66.0888671875,98.91238667015762
66.1376953125,5.35870236105616
66.1865234375,-81.29692802494056
66.2353515625,-162.39767383138494
66.2841796875,-228.3327229631445
66.3330078125,-289.6708147130844
66.3818359375,-344.0695243492144
66.4306640625,-392.31404979116706
66.4794921875,-429.3096702763159
66.5283203125,-457.9695187171847
66.5771484375,-482.01489746536595
66.6259765625,-499.77861287827415
66.6748046875,-511.89527046593423
66.7236328125,-521.1073875437277
66.7724609375,-523.4240207410381
66.8212890625,-523.7489162778842
66.8701171875,-515.8862745066245
66.9189453125,-501.9914474170662
66.9677734375,-486.87929076983977
67.0166015625,-459.1413915256935
67.0654296875,-432.8994473709958
67.1142578125,-398.4593200696464
67.1630859375,-368.893556055084
