Time_ps,Signal
50.0244140625,
50.0732421875,
50.1220703125,
50.1708984375,
50.2197265625,
50.2685546875,
50.3173828125,
50.3662109375,
50.4150390625,
50.4638671875,
50.5126953125,
50.5615234375,
50.6103515625,
50.6591796875,
50.7080078125,
50.7568359375,
50.8056640625,
50.8544921875,
50.9033203125,
50.9521484375,
51.0009765625,
51.0498046875,
51.0986328125,
51.1474609375,-108.65683662639407
51.1962890625,-114.36485464897667
51.2451171875,-115.96217164273521
51.2939453125,-114.6621430454909
51.3427734375,-113.62358773292861
51.3916015625,-114.20267255813239
51.4404296875,-112.86607173073776
51.4892578125,-113.88953505733065
51.5380859375,-114.49449501118924
51.5869140625,-114.46200834105285
51.6357421875,-114.9827742282791
51.6845703125,-114.03122829098616
51.7333984375,-114.17339105469917
51.7822265625,-114.00403502043288
51.8310546875,-113.18778590433693
51.8798828125,-114.429722468075
51.9287109375,-112.97539822721626
51.9775390625,-114.64470922665707
52.0263671875,-115.66470888698323
52.0751953125,-115.53172405297937
52.1240234375,-115.08220499889774
52.1728515625,-116.28622027999366
52.2216796875,-115.10363860766432
52.2705078125,-114.55340621719814
52.3193359375,-114.67157046079974
52.3681640625,-113.9661368835993
52.4169921875,-116.41581832694462
52.4658203125,-115.92743877062355
52.5146484375,-115.02272804979617
52.5634765625,-117.11223454987955
52.6123046875,-114.94129111047872
52.6611328125,-117.22791037156831
52.7099609375,-116.96142498744055
52.7587890625,-116.92067599847735
52.8076171875,-117.55213863640593
52.8564453125,-118.70029797011937
52.9052734375,-119.42890212705511
52.9541015625,-120.65603624287724
53.0029296875,-119.05716136745643
53.0517578125,-120.9559809296311
53.1005859375,-120.67598063201518
53.1494140625,-118.88164015777247
53.1982421875,-118.67219207225877
53.2470703125,-121.89647439119436
53.2958984375,-121.01585347404885
53.3447265625,-122.17259651195565
53.3935546875,-123.73303043020753
53.4423828125,-122.98243182425803
53.4912109375,-122.62555906496881
53.5400390625,-121.93513983628411
53.5888671875,-125.75548209365384
53.6376953125,-123.24315391719276
53.6865234375,-121.76565012581746
53.7353515625,-124.33373834765322
53.7841796875,-122.9220482110449
53.8330078125,-123.38621483983255
53.8818359375,-124.46394561163244
53.9306640625,-123.0329383007431
53.9794921875,-119.27328667379868
54.0283203125,-120.54523883738378
54.0771484375,-116.38959695485339
54.1259765625,-116.61717817740559
54.1748046875,-115.04031089946638
54.2236328125,-114.59521366341662
54.2724609375,-111.21519636682068
54.3212890625,-111.25213153243926
54.3701171875,-110.4101544156888
54.4189453125,-113.03544573962641
54.4677734375,-114.72279550871365
54.5166015625,-111.06832958449547
54.5654296875,-115.1606482104246
54.6142578125,-118.56982397299267
54.6630859375,-119.90555211766204
54.7119140625,-119.46317941831732
54.7607421875,-122.21891901572543
54.8095703125,-125.05862552622885
54.8583984375,-130.11950029220216
54.9072265625,-130.22372671090184
54.9560546875,-132.11535943652402
55.0048828125,-136.3965672854971
55.0537109375,-136.48356884636124
55.1025390625,-141.02329610768578
55.1513671875,-140.54127178337902
55.2001953125,-143.0711866123324
55.2490234375,-144.24874985884026
55.2978515625,-146.71086480733123
55.3466796875,-149.88601309951497
55.3955078125,-148.43323327884755
55.4443359375,-146.95173171405273
55.4931640625,-148.21661408647273
55.5419921875,-147.12396862151874
55.5908203125,-140.1962166457346
55.6396484375,-134.8342434542952
55.6884765625,-130.64183439601823
55.7373046875,-119.22463205359479
55.7861328125,-109.08876211887957
55.8349609375,-94.65022834859747
55.8837890625,-84.86921935636168
55.9326171875,-69.75403768657776
55.9814453125,-50.19127986252156
56.0302734375,-36.03473045518701
56.0791015625,-18.241921610180636
56.1279296875,-6.173172285348115
56.1767578125,2.1320596011526733
56.2255859375,10.245411775261145
56.2744140625,14.316766653195899
56.3232421875,14.915299438088379
56.3720703125,11.335837835737717
56.4208984375,9.575916471705181
56.4697265625,5.347102299463866
56.5185546875,1.0037262411682817
56.5673828125,-11.385845317763554
56.6162109375,-19.21675740463482
56.6650390625,-24.02153307184967
56.7138671875,-31.644806876710764
56.7626953125,-38.23435016662686
56.8115234375,-47.23676105161686
56.8603515625,-57.00487138552956
56.9091796875,-63.70696310305368
56.9580078125,-68.27945877135727
57.0068359375,-76.30514505129959
57.0556640625,-82.45210891486701
57.1044921875,-86.319869715404
57.1533203125,-93.36403333480375
57.2021484375,-100.74580381615284
57.2509765625,-103.7528740647437
57.2998046875,-104.60657325730934
57.3486328125,-108.57645808108737
57.3974609375,-114.56698458770255
57.4462890625,-116.8027691858832
57.4951171875,-121.91719014148391
57.5439453125,-122.46379462833566
57.5927734375,-126.28903965289815
57.6416015625,-125.54745961769376
57.6904296875,-128.12983399145992
57.7392578125,-127.02325385102688
57.7880859375,-127.60582085316271
57.8369140625,-126.1843363125805
57.8857421875,-129.0384888426995
57.9345703125,-126.97162237381661
57.9833984375,-125.93468981078932
58.0322265625,-126.12815919362214
58.0810546875,-122.69096991645034
58.1298828125,-125.27529033554613
58.1787109375,-125.7378636090709
58.2275390625,-120.56191869109688
58.2763671875,-118.55506595519346
58.3251953125,-118.55333609375504
58.3740234375,-116.76890145931198
58.4228515625,-119.76159061232683
58.4716796875,-115.24642033039112
58.5205078125,-116.15465732855125
58.5693359375,-118.73435799754506
58.6181640625,-121.15800061658926
58.6669921875,-117.50634452102892
58.7158203125,-119.72941519278709
58.7646484375,-118.81170812562866
58.8134765625,-118.14343111285875
58.8623046875,-116.54089480851692
58.9111328125,-118.803747206001
58.9599609375,-116.59337492385217
59.0087890625,-113.87643207290868
59.0576171875,-116.5380008468787
