# Menlo Systems GmbH ScanControl
# Program Version 1.14.3
# Start: -740.00000000 ps, Average over 1000 waveforms. Timestamp: 2026-02-06T13:11:48
# User time axis shift: 0 ps
# Time axis offset: 0 ps
# Time [ps]	THz Signal [a.u.]
-740.00000000	-0.00008154
-739.96699670	-0.00022177
-739.93399340	-0.00017651
-739.90099010	-0.00013708
-739.86798680	-0.00017618
-739.83498350	-0.00023186
-739.80198020	-0.00009987
-739.76897690	-0.00018121
-739.73597360	-0.00018211
-739.70297030	-0.00015882
-739.66996700	-0.00016903
-739.63696370	-0.00005042
-739.60396040	-0.00009920
-739.57095710	-0.00000840
-739.53795380	-0.00010220
-739.50495050	-0.00012771
-739.47194719	0.00001512
-739.43894389	0.00000713
-739.40594059	-0.00007769
-739.37293729	0.00001367
-739.33993399	0.00002419
-739.30693069	0.00015290
-739.27392739	0.00011692
-739.24092409	0.00022344
-739.20792079	0.00021996
-739.17491749	0.00023586
-739.14191419	0.00020347
-739.10891089	0.00043052
-739.07590759	0.00034192
-739.04290429	0.00029651
-739.00990099	0.00036106
-738.97689769	0.00036237
-738.94389439	0.00043696
-738.91089109	0.00054233
-738.87788779	0.00049870
-738.84488449	0.00060296
-738.81188119	0.00065058
-738.77887789	0.00068336
-738.74587459	0.00064603
-738.71287129	0.00065623
-738.67986799	0.00077421
-738.64686469	0.00084532
-738.61386139	0.00070621
-738.58085809	0.00073972
-738.54785479	0.00081405
-738.51485149	0.00081239
-738.48184818	0.00087643
-738.44884488	0.00082286
-738.41584158	0.00093637
-738.38283828	0.00090713
-738.34983498	0.00094572
-738.31683168	0.00088559
-738.28382838	0.00081254
-738.25082508	0.00079278
-738.21782178	0.00084413
-738.18481848	0.00085970
-738.15181518	0.00087527
-738.11881188	0.00082756
-738.08580858	0.00080364
-738.05280528	0.00079662
-738.01980198	0.00077988
-737.98679868	0.00075351
-737.95379538	0.00074107
-737.92079208	0.00072024
-737.88778878	0.00065731
-737.85478548	0.00073447
-737.82178218	0.00069421
-737.78877888	0.00061271
-737.75577558	0.00066498
-737.72277228	0.00057201
-737.68976898	0.00052099
-737.65676568	0.00053128
-737.62376238	0.00052189
-737.59075908	0.00048050
-737.55775578	0.00038591
-737.52475248	0.00044441
-737.49174917	0.00033989
-737.45874587	0.00042149
-737.42574257	0.00034440
-737.39273927	0.00024448
-737.35973597	0.00027535
-737.32673267	0.00032600
-737.29372937	0.00030144
-737.26072607	0.00030627
-737.22772277	0.00030012
-737.19471947	0.00024888
-737.16171617	0.00030879
-737.12871287	0.00033617
-737.09570957	0.00028498
-737.06270627	0.00028105
-737.02970297	0.00037834
-736.99669967	0.00038395
-736.96369637	0.00036838
-736.93069307	0.00041346
-736.89768977	0.00046083
-736.86468647	0.00043161
-736.83168317	0.00040044
-736.79867987	0.00043934
-736.76567657	0.00051147
-736.73267327	0.00049810
-736.69966997	0.00053522
-736.66666667	0.00057677
-736.63366337	0.00056981
-736.60066007	0.00058232
-736.56765677	0.00061524
-736.53465347	0.00067568
-736.50165017	0.00065148
-736.46864686	0.00072177
-736.43564356	0.00061201
-736.40264026	0.00066196
-736.36963696	0.00061584
-736.33663366	0.00070772
-736.30363036	0.00070616
-736.27062706	0.00075320
-736.23762376	0.00071102
-736.20462046	0.00070301
-736.17161716	0.00068191
-736.13861386	0.00069857
-736.10561056	0.00072542
-736.07260726	0.00073265
-736.03960396	0.00069247
-736.00660066	0.00065236
-735.97359736	0.00068023
-735.94059406	0.00063356
-735.90759076	0.00064504
-735.87458746	0.00065195
-735.84158416	0.00056458
-735.80858086	0.00057475
-735.77557756	0.00070640
-735.74257426	0.00054319
-735.70957096	0.00057300
-735.67656766	0.00060537
-735.64356436	0.00054406
-735.61056106	0.00050153
-735.57755776	0.00060582
-735.54455446	0.00056198
-735.51155116	0.00056667
-735.47854785	0.00057234
-735.44554455	0.00057954
-735.41254125	0.00063299
-735.37953795	0.00052443
-735.34653465	0.00050791
-735.31353135	0.00053759
-735.28052805	0.00057558
-735.24752475	0.00056635
-735.21452145	0.00053970
-735.18151815	0.00063318
-735.14851485	0.00053756
-735.11551155	0.00058108
-735.08250825	0.00054147
-735.04950495	0.00058782
-735.01650165	0.00063899
-734.98349835	0.00057509
-734.95049505	0.00057300
-734.91749175	0.00052437
-734.88448845	0.00062558
-734.85148515	0.00050785
-734.81848185	0.00060101
-734.78547855	0.00054542
-734.75247525	0.00060479
-734.71947195	0.00058418
-734.68646865	0.00064471
-734.65346535	0.00056901
-734.62046205	0.00059368
-734.58745875	0.00065499
-734.55445545	0.00069073
-734.52145215	0.00068629
-734.48844884	0.00074122
-734.45544554	0.00077915
-734.42244224	0.00067154
-734.38943894	0.00077782
-734.35643564	0.00080615
-734.32343234	0.00083007
-734.29042904	0.00087464
-734.25742574	0.00090129
-734.22442244	0.00090825
-734.19141914	0.00100295
-734.15841584	0.00104276
-734.12541254	0.00105833
-734.09240924	0.00113801
-734.05940594	0.00121579
-734.02640264	0.00117146
-733.99339934	0.00123755
-733.96039604	0.00121349
-733.92739274	0.00121193
-733.89438944	0.00139761
-733.86138614	0.00128864
-733.82838284	0.00134000
